draw,mean_net_bps,sharpe,n
330,-4.02391651301375,-2.832572414152496,24717
331,-5.343642230870602,-3.500452791650437,24717
332,-3.6689514059954345,-2.528314705611386,24717
333,-4.47047051377802,-3.27181685310235,24717
334,-4.483498507612143,-3.0513703200573454,24717
335,-3.6086536598442995,-2.494372392706227,24717
336,-4.757833176971379,-3.2437238308091563,24717
337,-3.7302134729394028,-2.7445520067948603,24717
338,-3.9542368015133675,-2.848917647200018,24717
339,-3.4681221140762224,-2.5306106617118846,24717
340,-4.48356645515236,-3.0608615396803516,24717
341,-4.698631593735204,-3.396722172355647,24717
342,-3.643167322103468,-2.5118196322551607,24717
343,-4.082647244788853,-3.0919595071419472,24717
344,-3.843326377253669,-2.6203077341633265,24717
345,-3.116153558605687,-2.3195159490491286,24717
346,-3.8167800915620247,-2.813303306941537,24717
347,-4.021910925461646,-2.999916901002498,24717
348,-4.010874746325978,-2.9853970188268284,24717
349,-4.6746888996918665,-3.0817412293261617,24717
350,-4.773386478620113,-3.2578074322875366,24717
351,-4.848405424795494,-3.5843745508307623,24717
352,-5.504918272835393,-3.8116674981025525,24717
353,-4.619626538635297,-3.351476618894379,24717
354,-3.8979156570242064,-2.7728554638900813,24717
355,-4.311769234916206,-3.0154164243408585,24717
356,-3.673486501262242,-2.585680036554664,24717
357,-4.43390010115087,-3.119687147507765,24717
358,-5.035523897594405,-3.4793694036885885,24717
359,-4.475559994061068,-3.185145910132342,24717
360,-4.089072720931537,-2.797695068154357,24717
361,-4.590589107199344,-3.311731298717872,24717
362,-4.408745766533966,-3.1554285285820916,24717
363,-4.482633125943733,-3.019252168966645,24717
364,-4.70033409221011,-3.271420304841879,24717
365,-4.689574839174477,-3.198300900838659,24717
366,-5.111139858586622,-3.7880854525031293,24717
367,-4.65751887300177,-3.1092047846788446,24717
368,-4.84122837118934,-3.0864923829237996,24717
369,-5.029981929737817,-3.6066403949795927,24717
370,-5.260771434425253,-3.5957842398731152,24717
371,-4.396683395125558,-3.1527298675907818,24717
372,-4.403162536398897,-2.9382070878584083,24717
373,-5.45068396107639,-4.04868852943681,24717
374,-5.388073285664131,-3.703502525083279,24717
375,-3.813900695164077,-2.6033448596556457,24717
376,-5.181890217663922,-3.615230333192783,24717
377,-3.9757601174055144,-2.893133980423313,24717
378,-3.1823191578413765,-2.138812438787804,24717
379,-3.175742349083155,-2.3349265638481524,24717
380,-4.851440445149879,-3.4679119803735903,24717
381,-4.974421909734639,-3.6559689179147865,24717
382,-4.98747974732261,-3.3227465144018757,24717
383,-4.016438807889669,-2.8512667166488987,24717
384,-4.060705833737342,-3.035806273637434,24717
385,-4.073123303184954,-2.905660997797294,24717
386,-4.375921636886681,-2.9588287029438605,24717
