kind,time_ms,side,qty,p_liq,p_avg,p0,bin_pct,dist_node_bp,dist_gap_bp,vol_between_ratio,dist_vwap_bp,n_bins,total_qty,day,oi_dist_vwap_bp,oi_dist_node_bp,oi_side_dist_vwap_bp,oi_side_dist_node_bp,oi_n_bins,oi_n_buckets,oi_total_delta,oi_side_total_delta,dist_vwap_bp_liqdir,dist_node_bp_liqdir,oi_dist_vwap_bp_liqdir,oi_dist_node_bp_liqdir,oi_side_dist_vwap_bp_liqdir,oi_side_dist_node_bp_liqdir,implied_leverage,implied_leverage_side,oi_covered
control,1690984079537,,,29410.0,,29410.0,69.2308,-7.3308,-27.2862,0.13447,23.015,13,6454055.0,2023-08-02,12.4913,2.6618,,,11.0,43.0,357320.0,,,,,,,,,,1
liq,1690985284513,SELL,4.0,29296.5,29296.5,29296.5,7.1429,31.3826,1.3485,0.004164,59.1673,14,6677606.0,2023-08-02,49.6682,41.414,50.4942,41.414,11.0,45.0,361353.0,137615.96007627036,59.1673,31.3826,49.6682,41.414,50.4942,41.414,,,1
liq,1690985286060,SELL,1.0,29312.8,29312.8,29312.8,21.4286,25.8044,5.7829,0.008552,53.3191,14,6707155.0,2023-08-02,44.0798,35.8302,44.9054,35.8302,11.0,45.0,361353.0,137615.96007627036,53.3191,25.8044,44.0798,35.8302,44.9054,35.8302,,,1
liq,1690985332620,SELL,3.0,29300.4,29300.4,29300.4,14.2857,30.0474,-9.9727,0.012231,56.7142,14,6796458.0,2023-08-02,48.3305,40.0774,49.1564,40.0774,11.0,45.0,361353.0,137615.96007627036,56.7142,30.0474,48.3305,40.0774,49.1564,40.0774,,,1
liq,1690985338283,SELL,1.0,29287.6,29287.6,29286.9,14.2857,34.431,-5.6066,0.016446,60.6819,14,6844701.0,2023-08-02,52.7221,44.4654,53.5484,44.4654,11.0,45.0,361353.0,137615.96007627036,60.6819,34.431,52.7221,44.4654,53.5484,44.4654,,,1
liq,1690985340041,SELL,29.0,29287.1,29287.1,29287.1,14.2857,34.6023,-5.436,0.017764,60.7782,14,6853887.0,2023-08-02,52.8937,44.6369,53.72,44.6369,11.0,45.0,361353.0,137615.96007627036,60.7782,34.6023,52.8937,44.6369,53.72,44.6369,,,1
liq,1690985341619,SELL,54.0,29275.6,29275.6,29275.6,0.0,38.544,-1.5099,0.005979,64.5723,14,6870582.0,2023-08-02,56.8427,48.5826,57.6693,48.5826,11.0,45.0,361353.0,137615.96007627036,64.5723,38.544,56.8427,48.5826,57.6693,48.5826,,,1
liq,1690985343359,SELL,16.0,29260.0,29260.0,29260.1,7.1429,43.8961,3.8208,0.007497,69.8373,14,6881089.0,2023-08-02,62.2045,53.94,63.0316,53.94,11.0,45.0,361353.0,137615.96007627036,69.8373,43.8961,62.2045,53.94,63.0316,53.94,,,1
liq,1690985345365,SELL,170.0,29240.8,29240.8,29240.8,0.0,50.4911,0.389,0.00203,76.2868,15,6895930.0,2023-08-02,68.8115,60.5416,69.6391,60.5416,11.0,45.0,361353.0,137615.96007627036,76.2868,50.4911,68.8115,60.5416,69.6391,60.5416,,,1
liq,1690985346421,SELL,2.0,29242.6,29242.6,29242.6,0.0,49.8724,-0.2265,0.004237,75.4987,15,6911216.0,2023-08-02,68.1917,59.9223,69.0193,59.9223,11.0,45.0,361353.0,137615.96007627036,75.4987,49.8724,68.1917,59.9223,69.0193,59.9223,,,1
control,1690986193678,,,29340.3,,29340.3,35.7143,16.4075,-33.5247,0.038517,36.9392,14,7474805.0,2023-08-02,33.5186,26.4239,,,12.0,45.0,366690.0,,,,,,,,,,1
control,1690986411173,,,29335.1,,29335.1,35.7143,18.183,-31.758,0.04157,38.4872,14,7498882.0,2023-08-02,34.8959,28.2012,,,12.0,45.0,370415.0,,,,,,,,,,1
control,1690986966971,,,29303.4,,29303.4,42.8571,29.0205,-20.9745,0.055046,47.6157,14,7688084.0,2023-08-02,45.1105,39.0495,,,12.0,45.0,376750.0,,,,,,,,,,1
control,1690987136783,,,29327.1,,29327.1,35.7143,20.9158,-29.0388,0.050639,39.1889,14,7712609.0,2023-08-02,36.9928,30.9367,,,12.0,45.0,376750.0,,,,,,,,,,1
control,1690987159908,,,29327.1,,29327.1,35.7143,20.9158,-29.0388,0.050678,39.1872,14,7712908.0,2023-08-02,36.9928,30.9367,,,12.0,45.0,376750.0,,,,,,,,,,1
control,1690987509151,,,29290.8,,29290.8,42.8571,33.3347,-16.6818,0.061122,51.1467,14,7778691.0,2023-08-02,48.4773,43.368,,,12.0,45.0,382796.0,,,,,,,,,,1
liq,1690988621130,SELL,1207.0,29221.6,29221.6,29221.6,0.0,57.0948,-3.0372,0.004317,70.8509,15,7990608.0,2023-08-02,69.6279,67.1518,69.7999,67.1518,13.0,44.0,380647.0,146708.95633087115,70.8509,57.0948,69.6279,67.1518,69.7999,67.1518,,,1
liq,1690988622716,SELL,44.0,29220.2,29220.2,29220.5,0.0,57.5766,-2.5582,0.005128,71.2727,15,7997043.0,2023-08-02,70.1104,67.6342,70.2824,67.6342,13.0,44.0,380647.0,146708.95633087115,71.2727,57.5766,70.1104,67.6342,70.2824,67.6342,,,1
liq,1690988624419,SELL,3.0,29217.5,29217.5,29217.6,0.0,58.506,-1.6343,0.005553,72.1714,15,8000394.0,2023-08-02,71.0409,68.5645,71.213,68.5645,13.0,44.0,380647.0,146708.95633087115,72.1714,58.506,71.0409,68.5645,71.213,68.5645,,,1
liq,1690988836198,SELL,40.0,29212.5,29212.5,29212.6,0.0,60.2276,0.077,0.011555,72.8907,15,8099977.0,2023-08-02,72.4906,70.2879,72.2328,70.2879,13.0,43.0,378485.0,144579.72658370913,72.8907,60.2276,72.4906,70.2879,72.2328,70.2879,,,1
liq,1690989377347,SELL,94.0,29205.6,29205.6,29205.7,13.3333,62.6044,133.2543,0.018929,73.9414,15,8203727.0,2023-08-02,73.3063,72.667,73.0278,72.667,14.0,43.0,387242.0,147433.09098422521,73.9414,62.6044,73.3063,72.667,73.0278,72.667,,,1
liq,1690989614380,SELL,100.0,29187.8,29187.8,29187.9,0.0,68.741,-1.4591,0.006194,78.7565,16,8296596.0,2023-08-02,79.4495,78.8098,79.1708,78.8098,14.0,43.0,387242.0,147433.09098422521,78.7565,68.741,79.4495,78.8098,79.1708,78.8098,,,1
liq,1690989639114,SELL,33.0,29172.9,29172.9,29172.9,11.7647,73.8836,-6.346,0.009802,83.4535,17,8341641.0,2023-08-02,84.5975,83.9575,84.3187,83.9575,14.0,43.0,387242.0,147433.09098422521,83.4535,73.8836,84.5975,83.9575,84.3187,83.9575,,,1
liq,1690989681522,SELL,6.0,29160.1,29160.1,29160.1,0.0,78.3056,-1.9592,0.00228,87.4461,17,8377169.0,2023-08-02,89.0242,88.3839,88.7452,88.3839,14.0,43.0,387242.0,147433.09098422521,87.4461,78.3056,89.0242,88.3839,88.7452,88.3839,,,1
control,1690990071567,,,29287.0,,29287.0,52.9412,34.6365,-45.2805,0.066046,42.4307,17,8522603.0,2023-08-02,44.9102,44.6712,,,15.0,43.0,388118.0,,,,,,,,,,1
control,1690990380982,,,29331.0,,29331.0,41.1765,19.5834,-60.2138,0.052739,26.6836,17,8625149.0,2023-08-02,28.5987,29.603,,,14.0,43.0,393368.0,,,,,,,,,,1
control,1690990610415,,,29318.0,,29318.0,47.0588,24.0262,-55.8063,0.056439,30.8882,17,8662071.0,2023-08-02,32.6531,34.0502,,,14.0,44.0,397363.0,,,,,,,,,,1
control,1690991028801,,,29322.0,,29322.0,43.75,22.6588,-57.1629,0.061611,29.0709,16,8692917.0,2023-08-02,31.2805,32.6814,,,14.0,45.0,397419.0,,,,,,,,,,1
control,1690991091752,,,29329.3,,29329.3,43.75,20.1641,-59.6377,0.063317,26.4922,16,8703599.0,2023-08-02,28.7837,30.1843,,,14.0,45.0,397419.0,,,,,,,,,,1
control,1690991143106,,,29322.8,,29322.8,43.75,22.3853,-57.4342,0.064534,28.6663,16,8712792.0,2023-08-02,30.9084,32.4077,,,14.0,45.0,397779.0,,,,,,,,,,1
control,1690991635311,,,29315.8,,29315.8,50.0,24.7784,-55.0601,0.070054,30.5209,16,8747723.0,2023-08-02,32.7128,34.8032,,,13.0,45.0,399168.0,,,,,,,,,,1
control,1690992136010,,,29279.7,,29279.7,56.25,37.1384,-42.7986,0.07443,40.6944,16,8480177.0,2023-08-02,45.0646,47.1755,,,13.0,46.0,399356.0,,,,,,,,,,1
control,1690993823342,,,29250.2,,29250.2,43.75,17.1796,-32.7564,0.051676,44.6082,16,6769240.0,2023-08-02,48.4991,47.2612,,,13.0,47.0,193710.0,,,,,,,,,,1
liq,1690995097054,SELL,1.0,29194.0,29194.0,29193.8,18.75,26.4368,-13.5689,0.021387,59.9735,16,6753750.0,2023-08-02,61.3111,26.4368,59.9133,26.4368,13.0,48.0,189833.0,83356.59514022841,59.9735,26.4368,61.3111,26.4368,59.9133,26.4368,,,1
liq,1690995104586,SELL,110.0,29180.9,29180.9,29180.9,18.75,30.9379,-9.0858,0.025803,64.175,16,6780141.0,2023-08-02,65.8279,30.9379,64.4294,30.9379,13.0,48.0,189833.0,83356.59514022841,64.175,30.9379,65.8279,30.9379,64.4294,30.9379,,,1
liq,1690995106423,SELL,2.0,29135.5,29135.5,29133.8,0.0,46.5685,-3.514,0.000385,79.5956,17,6804976.0,2023-08-02,81.5128,46.5685,80.1122,46.5685,13.0,48.0,189833.0,83356.59514022841,79.5956,46.5685,81.5128,46.5685,80.1122,46.5685,,,1
liq,1690995107467,SELL,25.0,29066.8,29066.8,29066.8,21.0526,70.3137,10.1028,0.006651,102.4159,19,6874953.0,2023-08-02,105.3407,70.3137,103.9367,70.3137,13.0,48.0,189833.0,83356.59514022841,102.4159,70.3137,105.3407,70.3137,103.9367,70.3137,,,1
liq,1690995108794,SELL,73.0,29035.8,29035.8,29035.8,23.8095,81.0653,-9.2123,0.00664,112.1203,21,6941613.0,2023-08-02,116.1296,81.0653,114.7242,81.0653,13.0,48.0,189833.0,83356.59514022841,112.1203,81.0653,116.1296,81.0653,114.7242,81.0653,,,1
liq,1690995110220,SELL,24.0,29018.2,29018.2,29018.3,19.0476,87.1796,26.8678,0.007672,116.9475,21,7020050.0,2023-08-02,122.2652,87.1796,120.8589,87.1796,13.0,48.0,189833.0,83356.59514022841,116.9475,87.1796,122.2652,87.1796,120.8589,87.1796,,,1
liq,1690995111515,SELL,8.0,29036.2,29036.2,29035.8,23.8095,80.9264,20.652,0.012113,110.0646,21,7056306.0,2023-08-02,115.9903,80.9264,114.5848,80.9264,13.0,48.0,189833.0,83356.59514022841,110.0646,80.9264,115.9903,80.9264,114.5848,80.9264,,,1
liq,1690995113252,SELL,148.0,29038.6,29038.6,29038.6,33.3333,80.0932,19.8238,0.018973,108.4693,21,7105645.0,2023-08-02,115.1542,80.0932,113.7489,80.0932,13.0,48.0,189833.0,83356.59514022841,108.4693,80.0932,115.1542,80.0932,113.7489,80.0932,,,1
liq,1690995139129,SELL,30.0,29000.0,29000.0,29000.0,23.8095,93.5102,43.1937,0.014974,117.2426,21,7442536.0,2023-08-02,128.6178,93.5102,127.2106,93.5102,13.0,48.0,189833.0,83356.59514022841,117.2426,93.5102,128.6178,93.5102,127.2106,93.5102,,,1
liq,1690995140495,SELL,50.0,29003.4,29003.4,29004.6,27.2727,92.3269,-8.0435,0.018482,115.2684,22,7492298.0,2023-08-02,127.4304,92.3269,126.0234,92.3269,13.0,48.0,189833.0,83356.59514022841,115.2684,92.3269,127.4304,92.3269,126.0234,92.3269,,,1
liq,1690995142722,SELL,77.0,29006.2,29006.2,29005.2,27.2727,91.3527,-9.008,0.02197,113.6486,22,7533798.0,2023-08-02,126.4528,91.3527,125.0459,91.3527,13.0,48.0,189833.0,83356.59514022841,113.6486,91.3527,126.4528,91.3527,125.0459,91.3527,,,1
liq,1690995157152,SELL,1.0,28932.5,28932.5,28932.6,0.0,117.0585,-3.5607,0.001081,136.6883,24,7703929.0,2023-08-02,152.248,117.0585,150.8376,117.0585,13.0,48.0,189833.0,83356.59514022841,136.6883,117.0585,152.248,117.0585,150.8376,117.0585,,,1
liq,1690995158206,SELL,8.0,28943.9,28943.9,28944.0,12.5,113.0738,-7.498,0.004818,132.3976,24,7721439.0,2023-08-02,148.2494,113.0738,146.8395,113.0738,13.0,48.0,189833.0,83356.59514022841,132.3976,113.0738,148.2494,113.0738,146.8395,113.0738,,,1
liq,1690995159214,SELL,12.0,28946.8,28946.8,28946.8,16.6667,112.0606,-8.4991,0.005998,131.2284,24,7730591.0,2023-08-02,147.2327,112.0606,145.8229,112.0606,13.0,48.0,189833.0,83356.59514022841,131.2284,112.0606,147.2327,112.0606,145.8229,112.0606,,,1
liq,1690995160225,SELL,17.0,28955.1,28955.1,28955.1,16.6667,109.162,-11.3631,0.007095,128.1786,24,7738817.0,2023-08-02,144.324,109.162,142.9146,109.162,13.0,48.0,189833.0,83356.59514022841,128.1786,109.162,144.324,109.162,142.9146,109.162,,,1
liq,1690995237236,BUY,42.0,29077.6,29077.6,29077.6,41.6667,66.5734,16.3912,0.032809,79.0499,24,8201276.0,2023-08-02,101.5873,66.5734,102.686,66.5734,13.0,48.0,189833.0,106476.40485977162,-79.0499,-66.5734,-101.5873,-66.5734,-102.686,-66.5734,,,1
liq,1690995342120,SELL,1.0,28928.7,28928.7,28928.7,4.1667,118.3875,-2.2476,0.003198,128.3205,24,8345854.0,2023-08-02,149.9153,118.3875,148.4522,118.3875,19.0,49.0,196041.0,86158.08930246385,128.3205,118.3875,149.9153,118.3875,148.4522,118.3875,,,1
liq,1690995343138,SELL,100.0,28934.8,28934.8,28934.8,12.5,116.2543,65.8244,0.006125,125.8019,24,8370434.0,2023-08-02,147.7755,116.2543,146.3127,116.2543,19.0,49.0,196041.0,86158.08930246385,125.8019,116.2543,147.7755,116.2543,146.3127,116.2543,,,1
liq,1690995347246,SELL,261.0,28925.2,28925.2,28925.2,12.5,119.6118,69.1652,0.007175,128.8383,24,8391056.0,2023-08-02,151.1434,119.6118,149.6802,119.6118,19.0,49.0,196041.0,86158.08930246385,128.8383,119.6118,151.1434,119.6118,149.6802,119.6118,,,1
liq,1690995364626,SELL,30.0,28910.6,28910.6,28910.7,12.5,124.7223,74.2502,0.010049,132.7386,24,8467562.0,2023-08-02,156.2698,124.7223,154.8058,124.7223,19.0,49.0,196041.0,86158.08930246385,132.7386,124.7223,156.2698,124.7223,154.8058,124.7223,,,1
liq,1690995789447,BUY,5.0,29100.0,29100.0,29100.0,20.8333,58.8246,8.681,0.017659,59.7943,24,8765816.0,2023-08-02,90.1668,58.8246,91.3072,58.8246,19.0,49.0,196041.0,109882.91069753618,-59.7943,-58.8246,-90.1668,-58.8246,-91.3072,-58.8246,,,1
control,1690996275941,,,29074.2,,29074.2,79.1667,67.7506,17.5625,0.060042,64.7084,24,8959305.0,2023-08-02,99.1207,67.7506,,,19.0,49.0,196041.0,,,,,,,,,,1
control,1690997289979,,,29180.1,,29180.1,25.0,31.2129,-18.7931,0.023873,23.4704,24,8979848.0,2023-08-02,60.3197,31.2129,,,19.0,50.0,200771.0,,,,,,,,,,1
control,1690997557009,,,29155.8,,29155.8,33.3333,39.5734,-10.4742,0.028382,30.6939,24,8997744.0,2023-08-02,66.1976,39.5734,,,19.0,51.0,208319.0,,,,,,,,,,1
liq,1690998734533,SELL,2.0,29129.7,29129.7,29129.7,4.1667,48.5688,-1.5236,0.007738,37.3773,24,9088200.0,2023-08-02,73.379,48.5688,70.8541,48.5688,19.0,51.0,213121.0,94990.78433541396,37.3773,48.5688,73.379,48.5688,70.8541,48.5688,,,1
liq,1690998968103,SELL,4.0,29101.1,29101.1,29101.1,70.8333,58.4444,-61.4761,0.051669,46.9346,24,9132314.0,2023-08-02,81.801,58.4444,78.5128,58.4444,19.0,51.0,205618.0,90077.75545826773,46.9346,58.4444,81.801,58.4444,78.5128,58.4444,,,1
control,1690999311229,,,29134.9,,29134.9,12.5,46.7754,-73.0059,0.016729,34.9158,24,9155503.0,2023-08-02,69.5806,46.7754,,,19.0,52.0,207097.0,,,,,,,,,,1
control,1691000308062,,,29125.1,,29125.1,37.5,50.1559,-69.6657,0.033693,36.7976,24,9232526.0,2023-08-02,70.5393,50.1559,,,19.0,53.0,212449.0,,,,,,,,,,1
control,1691000429147,,,29132.4,,29132.4,41.6667,47.6375,-72.1541,0.03672,34.1438,24,9258397.0,2023-08-02,67.6332,47.6375,,,19.0,52.0,210439.0,,,,,,,,,,1
control,1691000586341,,,29102.6,,29102.6,75.0,57.9259,-61.9883,0.053584,44.168,24,9263655.0,2023-08-02,77.9421,57.9259,,,19.0,52.0,210439.0,,,,,,,,,,1
control,1691000734088,,,29082.5,,29082.5,75.0,64.8773,125.4178,0.055969,50.6685,24,9317990.0,2023-08-02,84.666,64.8773,,,19.0,53.0,211074.0,,,,,,,,,,1
liq,1691001365460,SELL,150.0,29050.8,29050.8,29050.8,50.0,75.8601,136.4666,0.040876,60.6466,24,9352394.0,2023-08-02,95.6703,75.8601,91.986,75.8601,19.0,53.0,211074.0,94841.5594848027,60.6466,75.8601,95.6703,75.8601,91.986,75.8601,,,1
liq,1691001391267,SELL,8.0,29021.5,29021.5,29021.5,79.1667,86.0326,146.7003,0.063686,70.6344,24,9366625.0,2023-08-02,105.8629,86.0326,102.1748,86.0326,19.0,53.0,211074.0,94841.5594848027,70.6344,86.0326,105.8629,86.0326,102.1748,86.0326,,,1
control,1691001759451,,,29058.6,,29058.6,83.3333,73.1555,133.7457,0.072245,57.0171,24,9386187.0,2023-08-02,92.9604,73.1555,,,19.0,53.0,211074.0,,,,,,,,,,1
control,1691001909306,,,29090.1,,29090.1,75.0,62.2478,122.7724,0.059589,45.7996,24,9390372.0,2023-08-02,82.0313,62.2478,,,19.0,53.0,211074.0,,,,,,,,,,1
control,1691002010896,,,29089.5,,29089.5,75.0,62.4554,122.9812,0.061692,45.7318,24,9392643.0,2023-08-02,82.2393,62.4554,,,19.0,53.0,211074.0,,,,,,,,,,1
control,1691002334277,,,29090.8,,29090.8,79.1667,62.0057,122.5289,0.065347,44.9002,24,9420045.0,2023-08-02,79.4838,62.0057,,,19.0,53.0,214169.0,,,,,,,,,,1
control,1691002606850,,,29093.5,,29093.5,79.1667,-9.0747,121.5894,0.070211,43.4889,24,9498453.0,2023-08-02,78.3604,61.0719,,,19.0,52.0,213535.0,,,,,,,,,,1
control,1691003597712,,,29124.9,,29124.9,66.6667,-19.8461,110.6772,0.047915,30.4962,24,9469701.0,2023-08-02,62.8579,50.2249,,,19.0,51.0,208161.0,,,,,,,,,,1
control,1691004056413,,,29160.1,,29160.1,58.3333,-31.8934,98.4723,0.045572,17.9744,24,9502748.0,2023-08-02,47.8062,38.093,,,19.0,51.0,208199.0,,,,,,,,,,1
control,1691004324642,,,29158.9,,29158.9,62.5,-31.4832,98.8879,0.047354,18.3338,24,9529031.0,2023-08-02,48.2197,38.5061,,,19.0,51.0,208199.0,,,,,,,,,,1
control,1691004337742,,,29158.9,,29158.9,62.5,-31.4832,98.8879,0.047354,18.3338,24,9529032.0,2023-08-02,48.2197,38.5061,,,19.0,51.0,208199.0,,,,,,,,,,1
control,1691004600468,,,29173.3,,29173.3,41.6667,33.5511,93.9031,0.035703,13.0737,24,9543314.0,2023-08-02,42.8801,33.5511,,,19.0,50.0,207089.0,,,,,,,,,,1
control,1691006195803,,,29137.4,,29137.4,62.5,-24.1276,106.3397,0.049374,22.5684,24,9537155.0,2023-08-02,50.5884,45.9133,,,19.0,50.0,215323.0,,,,,,,,,,1
control,1691006698537,,,29137.1,,29137.1,66.6667,-24.0249,136.7934,0.05347,21.3652,24,9495690.0,2023-08-02,50.6919,46.0168,,,19.0,50.0,215323.0,,,,,,,,,,1
control,1691006718308,,,29137.1,,29137.1,66.6667,-24.0249,136.7934,0.053474,21.3563,24,9495067.0,2023-08-02,50.6403,46.0168,,,19.0,51.0,215526.0,,,,,,,,,,1
control,1691006903357,,,29120.2,,29120.2,66.6667,-18.2353,142.6763,0.055872,26.6144,24,9479879.0,2023-08-02,56.4732,51.847,,,19.0,51.0,215526.0,,,,,,,,,,1
control,1691007024643,,,29120.3,,29120.3,66.6667,-18.2696,142.6415,0.057162,26.1442,24,9462180.0,2023-08-02,56.4387,51.8125,,,19.0,51.0,215526.0,,,,,,,,,,1
control,1691007152160,,,29115.9,,29115.9,65.2174,-16.7611,113.8025,0.057489,27.5418,23,9456844.0,2023-08-02,57.9584,53.3315,,,19.0,51.0,215526.0,,,,,,,,,,1
control,1691007456749,,,29118.5,,29118.5,61.9048,-17.6526,-67.4149,0.060359,25.8403,21,9423237.0,2023-08-02,56.4479,52.4339,,,18.0,51.0,217412.0,,,,,,,,,,1
control,1691008706994,,,29137.4,,29137.4,71.4286,-24.1276,-73.8577,0.065643,17.6342,21,9360457.0,2023-08-02,43.9292,-4.1659,,,17.0,51.0,221108.0,,,,,,,,,,1
control,1691009272691,,,29147.5,,29147.5,61.9048,-27.5844,102.8377,0.063929,13.4796,21,9326415.0,2023-08-02,36.8333,-7.6296,,,16.0,52.0,214743.0,,,,,,,,,,1
control,1691009697243,,,29136.9,,29136.9,70.0,46.0857,106.5131,0.06904,16.1932,20,9265737.0,2023-08-02,37.9363,-3.9944,,,15.0,51.0,207788.0,,,,,,,,,,1
control,1691009764592,,,29137.0,,29137.0,70.0,46.0513,106.4785,0.069098,16.1268,20,9263208.0,2023-08-02,37.9019,-4.0287,,,15.0,51.0,207788.0,,,,,,,,,,1
control,1691010686985,,,29101.2,,29101.2,84.2105,58.4098,-61.5102,0.080485,27.0045,19,9160058.0,2023-08-02,47.6821,8.2683,,,14.0,51.0,208529.0,,,,,,,,,,1
control,1691010886741,,,29098.2,,29098.2,84.2105,59.4468,-60.4856,0.081496,27.7699,19,9140438.0,2023-08-02,48.7181,9.3001,,,14.0,51.0,208529.0,,,,,,,,,,1
control,1691011000564,,,29062.3,,29062.3,78.9474,71.873,-48.2075,0.080352,39.7136,19,9114667.0,2023-08-02,60.138,21.6644,,,14.0,52.0,212800.0,,,,,,,,,,1
control,1691011411459,,,29106.9,,29106.9,84.2105,56.4401,-63.4565,0.085033,23.5866,19,9132231.0,2023-08-02,44.723,6.3084,,,14.0,52.0,212800.0,,,,,,,,,,1
control,1691013626503,,,29166.5,,29166.5,58.8235,35.8903,66.0281,0.077176,-1.9958,17,8622576.0,2023-08-02,16.2094,-14.1389,,,13.0,50.0,192836.0,,,,,,,,,,1
control,1691014967171,,,29199.1,,29199.1,18.75,-35.2526,54.7897,0.050756,-19.7331,16,7736696.0,2023-08-02,-0.0806,-15.3132,,,11.0,49.0,188557.0,,,,,,,,,,1
control,1691015213999,,,29211.4,,29211.4,31.25,-39.4485,50.5559,0.052838,-24.3754,16,7694150.0,2023-08-02,-5.1536,-19.5174,,,11.0,49.0,186907.0,,,,,,,,,,1
control,1691016537214,,,29168.3,,29168.3,81.25,-24.7304,65.4069,0.097277,-12.5874,16,7332247.0,2023-08-02,6.1692,-4.7699,,,11.0,49.0,175142.0,,,,,,,,,,1
control,1691016894998,,,29171.3,,29171.3,62.5,-25.7563,64.3718,0.079074,-14.2156,16,7268318.0,2023-08-02,5.1202,-5.7978,,,11.0,50.0,178931.0,,,,,,,,,,1
control,1691017396603,,,29166.8,,29166.8,81.25,-24.2174,65.9246,0.103982,-13.7297,16,7110323.0,2023-08-02,4.5421,-4.2559,,,11.0,49.0,175763.0,,,,,,,,,,1
control,1691017983009,,,29166.5,,29166.5,87.5,-4.1531,66.0281,0.112093,-14.9244,16,6889642.0,2023-08-02,4.3772,-4.1531,,,11.0,51.0,181281.0,,,,,,,,,,1
control,1691019116471,,,29138.8,,29138.8,75.0,5.3492,-74.3346,0.107439,-8.2483,16,6522745.0,2023-08-02,9.3592,-4.6461,,,11.0,51.0,237889.0,,,,,,,,,,1
control,1691020078660,,,29168.8,,29168.8,93.75,-4.9413,65.2344,0.139294,-20.5429,16,6386519.0,2023-08-02,-1.9016,-4.9413,,,11.0,48.0,233159.0,,,,,,,,,,1
control,1691025042924,,,29173.2,,29173.2,66.6667,-6.4487,-56.2669,0.150733,-11.7656,9,3243135.0,2023-08-03,-8.3138,-6.4487,,,5.0,47.0,213672.0,,,,,,,,,,1
control,1691028932966,,,29204.3,,29204.3,40.0,-17.091,22.9006,0.077332,-19.7889,10,2603862.0,2023-08-03,-16.1213,-17.091,,,6.0,48.0,214527.0,,,,,,,,,,1
control,1691028974677,,,29204.4,,29204.4,40.0,-17.1252,22.8663,0.077571,-19.8009,10,2596448.0,2023-08-03,-16.1555,-17.1252,,,6.0,48.0,214527.0,,,,,,,,,,1
control,1691031483580,,,29161.5,,29161.5,88.8889,-2.4392,37.6111,0.363767,0.029,9,2223700.0,2023-08-03,-0.4839,-2.4392,,,6.0,50.0,229779.0,,,,,,,,,,1
control,1691037306147,,,29115.7,,29115.7,66.6667,13.2873,53.4006,0.159893,16.8406,9,1818777.0,2023-08-03,15.5894,13.2873,,,6.0,50.0,209418.0,,,,,,,,,,1
control,1691042185380,,,29130.7,,29130.7,62.5,8.1313,48.2239,0.16979,10.5155,8,1854031.0,2023-08-03,8.0643,8.1313,,,6.0,50.0,228147.0,,,,,,,,,,1
control,1691043499674,,,29135.3,,29135.3,75.0,6.5511,46.6374,0.211568,8.0523,8,1790622.0,2023-08-03,6.3582,6.5511,,,6.0,49.0,217752.0,,,,,,,,,,1
control,1691043932320,,,29128.0,,29128.0,75.0,9.059,49.1553,0.224932,10.1193,8,1775916.0,2023-08-03,8.609,9.059,,,6.0,50.0,216762.0,,,,,,,,,,1
liq,1691045572196,SELL,1.0,29050.9,29050.9,29050.9,0.0,35.6226,-4.4197,4.4e-05,34.89,9,1834660.0,2023-08-03,34.431,35.6226,31.6215,35.6226,6.0,50.0,215969.0,74542.73426226708,34.89,35.6226,34.431,35.6226,31.6215,35.6226,,,1
liq,1691045581127,SELL,2.0,29035.8,29035.8,29035.9,11.1111,40.8416,81.0653,0.005028,39.9126,9,1843848.0,2023-08-03,39.6493,40.8416,36.8385,40.8416,6.0,50.0,215969.0,74542.73426226708,39.9126,40.8416,39.6493,40.8416,36.8385,40.8416,,,1
liq,1691045582527,SELL,557.0,29037.5,29037.5,29037.5,11.1111,40.2538,80.4751,0.011586,39.0669,9,1856082.0,2023-08-03,39.0616,40.2538,36.2508,40.2538,6.0,50.0,215969.0,74542.73426226708,39.0669,40.2538,39.0616,40.2538,36.2508,40.2538,,,1
liq,1691047309169,SELL,1.0,29024.7,29024.7,29024.7,20.0,44.6816,84.9206,0.022875,40.3962,10,1870172.0,2023-08-03,41.0041,44.6816,39.2728,24.6223,7.0,48.0,176710.0,72009.25015333545,40.3962,44.6816,41.0041,44.6816,39.2728,24.6223,,,1
liq,1691047520403,SELL,10.0,29012.1,29012.1,29012.1,10.0,39.005,89.3005,0.011284,44.0233,10,1860624.0,2023-08-03,43.9967,28.976,42.7347,28.976,8.0,48.0,145189.0,67297.74680266282,44.0233,39.005,43.9967,28.976,42.7347,28.976,,,1
liq,1691047665080,SELL,50.0,29011.7,29011.7,29011.7,10.0,39.1434,89.4396,0.022987,43.4385,10,1891687.0,2023-08-03,44.1352,29.1143,42.8732,29.1143,8.0,48.0,145189.0,67297.74680266282,43.4385,39.1434,44.1352,29.1143,42.8732,29.1143,,,1
control,1691049657805,,,29030.2,,29030.2,40.0,32.7458,83.0099,0.102348,33.8075,10,1950536.0,2023-08-03,34.9412,22.7231,,,8.0,51.0,150299.0,,,,,,,,,,1
control,1691050037273,,,29053.1,,29053.1,50.0,24.8379,75.0624,0.112239,25.0238,10,1948417.0,2023-08-03,26.6163,14.823,,,8.0,50.0,142731.0,,,,,,,,,,1
