report_date,market,open_interest,nc_long,nc_short,nc_spread,comm_long,comm_short,nonrept_long,nonrept_short
2002-08-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,70948,13237,9573,83,37857,48228,19771,13064
2002-08-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,70974,12496,9084,98,37596,49381,20784,12411
2002-08-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,72646,15007,10656,84,35846,50081,21709,11825
2002-09-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,77046,17853,11212,213,35999,53578,22981,12043
2002-09-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,102073,14997,11777,73,66802,74349,20201,15874
2002-09-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,68295,1996,18370,239,52942,27220,13118,22466
2002-09-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,70469,1826,19906,232,57516,25507,10895,24824
2002-10-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,71055,2586,17899,217,57426,27128,10826,25811
2002-10-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,82495,9841,23082,342,61735,31290,10577,27781
2002-10-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,80287,8606,21436,418,61414,31389,9849,27044
2002-10-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,85343,8768,23702,1285,66165,30174,9125,30182
2002-10-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,79469,13185,21449,374,52101,34902,13809,22744
2002-11-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,75258,12412,17108,837,48471,36954,13538,20359
2002-11-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,77422,14064,14491,1400,41580,44934,20378,16597
2002-11-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,75092,12867,15758,1729,45771,37575,14725,20030
2002-11-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,71861,11744,16208,332,47494,38202,12291,17119
2002-12-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,78433,9754,19657,329,57574,33578,10776,24869
2002-12-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,119680,8206,20416,670,99299,73325,11505,25269
2002-12-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,87176,11832,12538,416,62454,52066,12474,22156
2002-12-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,92767,16976,13169,416,59941,59826,15434,19356
2002-12-31,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,119681,40666,12532,404,56491,91282,22120,15463
2003-01-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,116555,39488,12261,47,59421,85958,17599,18289
2003-01-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,120396,44399,11455,39,49339,91697,26619,17205
2003-01-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,119530,44463,11170,439,51963,88915,22665,19006
2003-01-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,108851,36528,10918,428,52997,79960,18898,17545
2003-02-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,91248,19681,14087,1131,54717,52104,15719,23926
2003-02-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,110275,30376,19667,1001,65096,59904,13802,29703
2003-02-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,113853,37746,19313,168,58565,69131,17374,25241
2003-02-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,118365,45047,9293,535,51661,89891,21122,18646
2003-03-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,116621,40722,8690,480,51335,90841,24084,16610
2003-03-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,133098,42400,6181,545,60724,103505,29429,22867
2003-03-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,82659,30389,7071,54,33010,58145,19206,17389
2003-03-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,84457,10780,23763,90,63468,36695,10119,23909
2003-04-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,80136,12485,16388,56,54463,43455,13132,20237
2003-04-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,75088,11031,16665,535,53069,39519,10453,18369
2003-04-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,79252,9937,19354,126,59144,37337,10045,22435
2003-04-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,83959,14525,18708,156,58741,42580,10537,22515
2003-04-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,86346,9641,19821,134,64572,43129,11999,23262
2003-05-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,99924,19853,17185,1250,58377,60299,20444,21190
2003-05-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,114134,38488,9026,260,48552,82010,26834,22838
2003-05-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,111964,37884,8114,189,45972,80487,27919,23174
2003-05-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,109843,36758,7315,199,45387,76528,27499,25801
2003-06-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,98513,19933,12373,142,61304,56170,17134,29828
2003-06-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,121421,22835,11079,1045,78389,73398,19152,35899
2003-06-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,91916,24463,13601,653,49945,56963,16855,20699
2003-06-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,98292,25897,8761,788,54124,68080,17483,20663
2003-07-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,104184,8768,22165,531,79662,49337,15223,32151
2003-07-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,104434,13642,13534,306,75970,63341,14516,27253
2003-07-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,113969,23702,7877,111,67833,85119,22323,20862
2003-07-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,104161,16536,9744,62,68373,70702,19190,23653
2003-07-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,103252,18580,12272,334,68142,65307,16196,25339
2003-08-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,125420,10136,46435,250,102290,46435,12744,32300
2003-08-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,115581,12940,22880,694,87270,65228,14677,26779
2003-08-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,118044,14557,23909,676,64180,45358,38631,48101
2003-08-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,131738,22148,8916,1797,83348,96859,24445,24166
2003-09-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,169584,53464,6509,564,81558,138970,33998,23541
2003-09-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,171788,59532,6687,1549,74834,138974,35873,24578
2003-09-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,126661,60153,5506,0,34678,105030,31830,16125
2003-09-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,135500,61520,7972,0,37854,106839,36126,20689
2003-09-30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,144431,69657,28792,8,38358,96148,36408,19483
2003-10-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,159009,76438,26713,29,42205,110396,40337,21871
2003-10-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,154276,71679,32470,53,43437,99358,39107,22395
2003-10-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,151390,69794,21490,53,43485,107894,38058,21953
2003-10-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,152880,71462,16552,82,43278,113848,38058,22398
2003-11-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,135896,56179,5835,585,48770,105901,30362,23575
2003-11-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,143363,63585,5788,608,45313,115745,33857,21222
2003-11-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,143468,59678,5916,632,47691,117852,35467,19068
2003-11-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,133380,47773,5233,667,52832,107929,32108,19551
2003-12-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,142600,53739,7553,908,54016,114664,33937,19475
2003-12-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,170513,62513,5777,525,66696,136954,40779,27257
2003-12-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,139376,62421,4185,2,43063,118798,33890,16391
2003-12-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,131080,52320,4185,25,44767,110677,33968,16193
2003-12-30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,138423,51851,4187,92,51686,116941,34794,17203
2004-01-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,156255,62753,5919,118,53883,134417,39501,15801
2004-01-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,159233,65248,4646,147,55227,138539,38611,15901
2004-01-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,152326,56801,5093,297,59063,128517,36165,18419
2004-01-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,160713,63946,5954,218,57941,139191,38608,15350
2004-02-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,169516,70199,5700,199,60888,146770,38230,16847
2004-02-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,160443,64595,5965,190,59887,135673,35771,18615
2004-02-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,159603,62030,6832,659,60003,135501,36911,16611
2004-02-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,142090,16202,28383,221,96978,92561,28689,20925
2004-03-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,153545,15719,38031,924,109142,88068,27760,26522
2004-03-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,156926,7779,42295,926,118435,88943,29786,24762
2004-03-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,89476,6974,38413,504,56694,25937,25304,24622
2004-03-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,86095,11328,25929,60,50177,44909,24530,15197
2004-03-30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,107017,26251,21942,612,49818,71283,30336,13180
2004-04-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,132851,43206,22818,3,53304,97998,36338,12032
2004-04-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,135388,47017,22257,3,53038,101443,35330,11685
2004-04-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,104240,18697,24741,3,55727,66233,29813,13263
2004-04-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,104978,17240,17036,3,56938,72673,30797,15266
2004-05-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,103861,12525,9552,39,59816,76749,31481,17521
2004-05-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,108604,8791,18884,383,65656,63948,33774,25389
2004-05-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,105799,9095,21777,384,65786,59127,30534,24511
2004-05-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,107597,8656,20763,384,67210,63451,31347,22999
2004-06-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,115839,8561,13400,207,75811,81740,31260,20492
2004-06-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,126066,12259,11661,908,80681,92895,32218,20602
2004-06-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,91167,11677,9184,323,56277,64008,22890,17652
2004-06-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,92993,12433,6938,221,54160,70946,26179,14888
2004-06-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,98904,13262,4846,349,53806,80155,31487,13554
2004-07-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,99512,7488,5071,257,56796,80841,34971,13343
2004-07-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,106390,10569,8403,205,64336,83973,31280,13809
2004-07-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,109321,11789,9952,199,64571,84000,32762,15170
2004-07-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,107170,10608,13009,225,68332,73364,28005,20572
2004-08-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,113468,12133,15401,371,75397,70164,25567,27532
2004-08-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,110433,10330,18612,199,74030,67151,25874,24471
2004-08-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,113957,11251,16456,209,76801,72935,25696,24357
2004-08-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,108560,12757,13726,223,67931,74933,27649,19678
2004-08-31,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,109198,12753,12228,242,64793,80773,31410,15955
2004-09-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,106537,10847,11679,200,66132,74552,29358,20106
2004-09-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,79272,7982,12039,0,47779,50086,23511,17147
2004-09-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,82044,7666,17023,0,49595,45443,24783,19578
2004-09-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,94536,10277,32480,0,62615,34851,21644,27205
2004-10-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,111308,11572,26068,0,77223,57988,22513,27252
2004-10-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,117286,12753,19140,60,77058,75111,27415,22975
2004-10-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,130921,22884,14319,858,74117,97123,33062,18621
2004-10-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,143619,41391,13755,379,64933,113154,36916,16331
2004-11-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,162362,46779,9965,457,76264,135782,38862,16158
2004-11-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,174751,53757,14664,115,80787,143812,40092,16160
2004-11-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,181901,58608,14012,882,80442,148947,41969,18060
2004-11-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,190372,56698,23500,695,87732,145559,45247,20618
2004-11-30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,196960,61276,21916,659,91163,154640,43862,19745
2004-12-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,221297,50795,13472,710,126760,184367,43032,22748
2004-12-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,145978,33636,12235,177,78433,116473,33732,17093
2004-12-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,145705,33373,12797,196,77292,115698,34844,17014
2004-12-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,150488,39240,11487,177,74288,124182,36783,14642
2005-01-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,155870,33972,11252,125,88489,126703,33284,17790
2005-01-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,161868,35208,11463,198,92180,130683,34282,19524
2005-01-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,171109,39872,31993,1,88284,120135,42952,18980
2005-01-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,162182,33608,32684,123,90835,111336,37616,18039
2005-02-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,167125,31214,30815,2,98634,122710,37275,13598
2005-02-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,155552,19798,34088,6,101203,98396,34545,23062
2005-02-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,151987,13017,36710,961,109138,92564,28871,21752
2005-02-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,154084,14078,40013,784,106405,89940,32817,23347
2005-03-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,153631,13422,20545,189,107980,112908,32040,19989
2005-03-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,171109,13350,23136,3861,120197,121990,33701,22122
2005-03-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,107434,13944,19290,73,64255,70141,29162,17930
2005-03-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,108865,15675,27578,73,65906,59607,27211,21607
2005-03-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,114268,11033,41222,680,76938,47486,25617,24880
2005-04-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,127406,9686,46128,681,92614,52801,24425,27796
2005-04-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,133228,11954,56150,647,95502,46209,25125,30222
2005-04-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,143178,6927,61624,767,111224,54714,24260,26073
2005-04-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,138788,11215,43717,753,102423,71356,24397,22962
2005-05-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,160185,21832,35963,714,110032,103296,27607,20212
2005-05-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,160836,20771,30334,677,109373,110558,30015,19267
2005-05-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,189032,11663,59546,1,153623,109993,23745,19492
2005-05-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,184022,10629,49460,824,150228,110349,22341,23389
2005-05-31,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,183593,6467,54902,824,150941,100736,25361,27131
2005-06-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,185988,5295,42406,836,151976,117037,27881,25709
2005-06-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,144048,8991,61022,929,112210,53702,21918,28395
2005-06-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,139726,11128,49102,874,104243,62607,23481,27143
2005-06-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,147872,10844,62689,856,112688,53483,23484,30844
2005-07-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,156517,11579,63765,1023,120359,61368,23556,30361
2005-07-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,162959,10830,73906,1544,126369,56864,24216,30645
2005-07-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,168697,9165,68221,476,133055,67280,26001,32720
2005-07-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,161014,8032,55800,423,128689,75625,23870,29166
2005-08-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,165281,9337,52488,436,130470,84655,25038,27702
2005-08-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,177994,12768,61428,769,139535,83986,24922,31811
2005-08-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,166923,12423,38808,927,125756,102970,27817,24218
2005-08-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,166538,9358,40724,926,128914,101140,27340,23748
2005-08-30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,178245,7941,55606,1142,157079,108008,12083,13489
2005-09-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,175986,8017,42389,1454,151972,121758,14543,10385
2005-09-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,189247,10280,45214,2485,149177,114005,27305,27543
2005-09-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,127850,11954,59583,43,93551,39459,22302,28765
2005-09-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,138571,13469,72535,43,101617,33591,23442,32402
2005-10-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,167979,16352,79651,43,125981,56416,25603,31869
2005-10-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,176161,18745,84780,43,129505,56348,27868,34990
2005-10-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,199678,20214,86855,33,149883,72818,29548,39972
2005-10-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,195218,20098,86780,100,147875,76634,27145,31704
2005-11-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,195803,19862,86164,75,150226,74757,25640,34807
2005-11-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,197715,19428,84056,884,152664,80124,24739,32651
2005-11-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,203137,21147,88378,667,155676,80033,25647,34059
2005-11-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,204816,21037,86921,575,155228,83522,27976,33798
2005-11-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,206878,22626,86626,488,154396,85604,29368,34160
2005-12-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,220313,26712,98355,1683,162475,87806,29443,32469
2005-12-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,243599,22221,94284,2301,188591,112913,30486,34101
2005-12-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,139503,12322,38427,72,103665,70812,23444,30192
2005-12-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,148945,16998,39127,122,104516,81452,27309,28244
2006-01-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,155722,22192,46929,144,105548,84108,27838,24541
2006-01-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,169886,30472,50001,36,103194,95280,36184,24569
2006-01-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,167681,30062,48321,32,103792,93718,33795,25610
2006-01-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,166600,29698,48976,32,103532,94693,33338,22899
2006-01-31,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,188724,32287,74032,32,126595,83469,29810,31191
2006-02-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,197898,31219,87566,153,141301,79899,25225,30280
2006-02-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,195644,27560,82617,32,141417,80756,26635,32239
2006-02-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,203465,26959,98143,22,149692,70696,26792,34604
2006-02-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,201773,41587,64408,216,127801,107765,32169,29384
2006-03-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,248612,36738,78569,346,176747,134264,34781,35433
2006-03-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,189513,24814,70103,151,135112,85072,29436,34187
2006-03-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,175962,23115,52471,354,123357,93753,29136,29384
2006-03-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,180101,27229,57641,361,125904,90414,26607,31685
2006-04-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,189732,30603,63319,374,126842,93976,31913,32063
2006-04-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,205630,36213,90684,132,140062,80234,29223,34580
2006-04-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,202039,38749,79890,360,129443,88624,33487,33165
2006-04-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,201415,40997,47487,476,118831,124394,41111,29058
2006-05-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,206400,44389,41700,684,118301,144592,43026,19424
2006-05-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,210545,46769,27925,873,113023,157197,49880,24550
2006-05-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,212386,47053,27932,1100,116805,158078,47428,25276
2006-05-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,211949,49669,31340,710,116134,154398,45436,25501
2006-05-30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,208512,56019,30278,644,108021,153269,43828,24321
2006-06-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,201843,47148,26145,714,113610,146902,40371,28082
2006-06-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,243513,39360,48957,933,157545,152880,45675,40743
2006-06-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,161290,23877,46884,86,104582,85187,32745,29133
2006-06-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,174066,25190,60762,86,116383,81209,32407,32009
2006-07-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,168688,25330,49239,707,110040,90220,32611,28522
2006-07-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,173470,27639,48343,1064,112062,99551,32705,24512
2006-07-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,203567,27724,96773,200,145874,74172,29769,32422
2006-07-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,208508,26299,103185,86,152876,73589,29247,31648
2006-08-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,195626,25391,68375,1076,138866,97439,30293,28736
2006-08-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,198570,25031,76822,1064,141054,94420,31421,26264
2006-08-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,216492,29646,91920,86,153461,92252,33299,32234
2006-08-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,227195,30853,105930,97,163702,87185,32543,33983
