report_date,market,open_interest,nc_long,nc_short,nc_spread,comm_long,comm_short,nonrept_long,nonrept_short
2008-07-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,178959,39162,45442,653,117604,109446,21540,23418
2008-08-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,200818,45898,57979,633,130875,119020,23412,23186
2008-08-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,208622,46164,59413,547,141077,121647,20834,27015
2008-08-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,212982,40933,64071,539,148456,118462,23054,29910
2008-08-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,209138,40103,60073,568,146975,124878,21492,23619
2008-09-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,205813,38405,43425,943,143631,139542,22834,21903
2008-09-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,206916,39298,24477,701,143124,161962,23793,19776
2008-09-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,132133,50625,24025,333,57162,88537,24013,19238
2008-09-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,141677,51186,19247,240,67085,108729,23166,13461
2008-09-30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,159908,69373,26351,297,65155,119425,25083,13835
2008-10-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,158003,61557,21744,771,68733,122528,26942,12960
2008-10-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,132983,51709,21805,197,54900,100556,26177,10425
2008-10-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,138768,51441,21320,194,54077,100011,33056,17243
2008-10-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,143020,51215,19389,204,54901,97807,36700,25620
2008-11-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,129500,46772,20278,236,54352,91675,28140,17311
2008-11-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,130102,46353,21842,372,61251,96455,22126,11433
2008-11-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,129694,46827,22693,769,59015,94368,23083,11864
2008-11-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,131206,62066,24900,1041,46145,95959,21954,9306
2008-12-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,138994,67743,24840,665,43279,98731,27307,14758
2008-12-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,166059,62978,19719,88,64530,132212,38463,14040
2008-12-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,110472,59985,18604,72,25067,74010,25348,17786
2008-12-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,105339,56334,16236,102,25419,71267,23484,17734
2008-12-30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,105926,57793,13917,72,25447,73898,22614,18039
2009-01-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,110160,62615,16221,75,26681,74166,20789,19698
2009-01-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,107714,60480,15585,73,27263,72250,19898,19806
2009-01-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,113171,62529,15439,124,29220,78405,21298,19203
2009-01-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,115063,63369,14362,154,28783,83450,22757,17097
2009-02-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,117069,65131,14613,158,28676,85167,23104,17131
2009-02-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,106751,56870,13273,371,27908,71290,21602,21817
2009-02-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,108685,54653,18465,452,33128,63323,20452,26445
2009-02-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,108705,47262,18627,401,43617,62725,17425,26952
2009-03-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,110223,46618,26548,302,48202,55160,15101,28213
2009-03-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,114020,43326,24420,4440,52418,56921,13836,28239
2009-03-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,70507,27170,31866,231,33063,19259,10043,19151
2009-03-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,69923,25057,32719,233,29910,16662,14723,20309
2009-03-31,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,76607,26744,36207,331,34296,18118,15236,21951
2009-04-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,84138,25566,32564,242,44924,24710,13406,26622
2009-04-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,82017,21169,27264,234,44786,29770,15828,24749
2009-04-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,74215,18343,32038,214,40029,20007,15629,21956
2009-04-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,75734,22162,26741,239,36138,28240,17195,20514
2009-05-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,75595,21588,28106,382,38002,26617,15623,20490
2009-05-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,85709,28513,26125,381,36879,39091,19936,20112
2009-05-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,90204,29526,23526,395,37571,46640,22712,19643
2009-05-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,96706,34860,26851,355,37916,49511,23575,19989
2009-06-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,96969,34077,24456,522,42726,54840,19644,17151
2009-06-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,93527,25222,27521,501,53544,46448,14260,19057
2009-06-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,62998,18287,26850,316,29475,18002,14920,17830
2009-06-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,73797,22186,26193,294,31454,30287,19863,17023
2009-06-30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,73476,23261,24308,362,33018,33782,16835,15024
2009-07-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,89956,36668,19551,41,31703,54421,21544,15943
2009-07-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,110140,52640,19073,0,30772,75058,26728,16009
2009-07-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,110610,52973,16785,31,30422,79615,27184,14179
2009-07-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,90649,37334,13032,51,28105,62714,25159,14852
2009-08-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,80101,28269,17654,33,29078,46404,22721,16010
2009-08-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,70654,24019,23195,31,29869,24996,16735,22432
2009-08-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,72642,25121,22768,97,29416,30746,18008,19031
2009-08-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,86500,34055,22408,94,30043,46536,22308,17462
2009-09-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,107605,52041,19676,168,30018,71495,25378,16266
2009-09-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,115249,56725,15926,436,30640,81948,27448,16939
2009-09-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,108330,54044,16937,24,24083,74881,30179,16488
2009-09-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,119425,63269,17654,89,26167,86301,29900,15381
2009-09-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,119276,63449,18593,32,26598,82515,29197,18136
2009-10-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,120340,62127,17484,131,25847,85016,32235,17709
2009-10-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,119052,49817,16478,133,39902,83205,29200,19236
2009-10-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,120630,49401,18216,10,45911,82789,25308,19615
2009-10-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,115161,36076,18546,97,56833,76361,22155,20157
2009-11-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,110032,39028,19196,165,48691,70295,22148,20376
2009-11-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,117344,42044,20166,90,52058,78906,23152,18182
2009-11-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,125908,48750,13198,199,47864,92869,29095,19642
2009-11-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,131833,65224,13514,266,38073,97133,28270,20920
2009-12-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,144123,73793,16886,1679,37883,104010,30768,21548
2009-12-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,123501,48754,13572,1908,52185,87033,20654,20988
2009-12-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,88438,33810,25438,0,34665,43990,19963,19010
2009-12-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,93224,29477,30488,0,46118,41644,17629,21092
2009-12-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,95217,19943,34846,0,59501,37716,15773,22655
2010-01-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,104231,20634,37445,41,68983,41659,14573,25086
2010-01-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,120568,21951,38695,319,82160,49902,16138,31652
2010-01-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,122367,23718,40814,407,80293,51178,17949,29968
2010-01-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,119819,28821,33168,379,67644,59405,22975,26867
2010-02-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,116129,30177,23042,473,63746,65814,21733,26800
2010-02-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,120060,41352,18956,170,53299,73235,25239,27699
2010-02-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,119816,35691,21779,200,60328,70531,23597,27306
2010-02-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,122919,30432,28715,188,70481,65562,21818,28454
2010-03-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,133600,57332,24780,270,50719,80941,25279,27609
2010-03-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,137443,51919,25631,353,62037,85470,23134,25989
2010-03-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,95999,41278,26081,53,35087,43303,19581,26562
2010-03-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,96913,41030,30869,58,37353,38587,18472,27399
2010-03-30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,109417,17174,48040,0,74872,23538,17371,37839
2010-04-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,123837,18596,60901,2,87835,23016,17404,39918
2010-04-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,131723,12573,68319,0,104015,23927,15135,39477
2010-04-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,134324,14211,64549,7,105379,27213,14727,42555
2010-04-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,137780,15018,64795,101,107397,32833,15264,40051
2010-05-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,147243,12430,78042,527,119606,26740,14680,41934
2010-05-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,146389,23265,57934,56,106673,60755,16395,27644
2010-05-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,142699,21393,55682,53,106814,55727,14439,31237
2010-05-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,140769,31994,42232,97,89420,68704,19258,29736
2010-06-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,133365,33215,39699,273,79929,66438,19948,26955
2010-06-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,133010,28519,41066,234,85012,63595,19245,28115
2010-06-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,82217,23304,26984,0,43467,26882,15446,28351
2010-06-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,91415,29257,25627,483,43517,39436,18158,25869
2010-06-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,120484,51721,24294,0,43161,74113,25602,22077
2010-07-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,135128,62476,24550,20,43431,86278,29201,24280
2010-07-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,133665,63205,15846,52,42411,94944,27997,22823
2010-07-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,127658,54733,13822,123,43093,90752,29709,22961
2010-07-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,124595,48488,18567,93,47996,78595,28018,27340
2010-08-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,133870,61723,13725,62,42108,92011,29977,28072
2010-08-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,136999,65314,12836,69,42754,95218,28862,28876
2010-08-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,137645,62745,12776,57,45729,94054,29114,30758
2010-08-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,140128,63086,12017,534,44860,94835,31648,32742
2010-08-31,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,139079,61219,11315,1075,48388,94844,28397,31845
2010-09-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,150513,65440,13257,818,56195,105685,28060,30753
2010-09-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,134360,61215,13573,1,43822,93631,29322,27155
2010-09-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,113349,39948,16848,238,46822,73279,26341,22984
2010-09-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,118274,45136,16470,249,45380,77232,27509,24323
2010-10-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,142488,66866,17660,384,44606,96417,30632,28027
2010-10-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,146581,66463,18178,157,48326,98217,31635,30029
2010-10-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,139496,62554,16698,89,47485,91956,29368,30753
2010-10-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,139850,61305,18176,544,48456,91135,29545,29995
2010-11-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,140062,63061,16606,796,45614,95686,30591,26974
2010-11-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,140515,54256,17602,429,51645,85735,34185,36749
2010-11-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,131701,47595,24737,437,54366,73253,29303,33274
2010-11-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,129620,51161,23969,872,51366,74625,26221,30154
2010-11-30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,133069,55791,25785,1097,51521,75586,24660,30601
2010-12-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,132233,47661,24373,720,55384,74207,28468,32933
2010-12-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,96110,34996,22261,0,41019,43890,20095,29959
2010-12-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,90072,34243,21714,268,36574,38943,18987,29147
2010-12-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,109343,49941,20300,219,35204,59053,23979,29771
2011-01-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,128483,65924,26859,302,35714,74487,26543,26835
2011-01-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,107132,43884,19148,371,39826,57651,23051,29962
2011-01-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,110405,46258,25729,436,38744,53151,24967,31089
2011-01-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,116661,54495,22277,480,36405,63818,25281,30086
2011-02-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,116384,52648,21167,514,36222,61666,27000,33037
2011-02-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,117705,56607,19876,569,34434,63374,26095,33886
2011-02-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,116803,24389,42937,488,71070,37558,20856,35820
2011-02-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,124016,23457,51203,713,78336,37856,21510,34244
2011-03-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,136561,62396,21122,967,47763,79625,25435,34847
2011-03-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,131247,43205,26549,363,60542,68760,27137,35575
2011-03-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,114701,52603,22373,470,29577,56979,32051,34879
2011-03-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,112051,52484,17959,247,30066,65912,29254,27933
2011-03-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,100377,37737,30685,329,33152,38976,29159,30387
2011-04-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,120632,16516,59747,668,81153,19159,22295,41058
2011-04-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,130084,14183,67060,436,95231,18248,20234,44340
2011-04-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,127838,12935,65918,88,96035,21785,18780,40047
2011-04-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,114134,14063,51060,144,76538,22612,23389,40318
2011-05-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,104590,19779,38598,116,58959,27519,25736,38357
2011-05-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,102289,36100,23046,190,40579,41896,25420,37157
2011-05-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,103453,38016,22643,242,40617,43409,24578,37159
2011-05-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,99264,32188,24182,121,41588,41871,25367,33090
2011-05-31,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,95929,24186,25834,217,44221,35534,27305,34344
2011-06-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,106199,35883,18252,133,40964,53425,29219,34389
2011-06-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,94483,38618,13850,266,27559,47182,28040,33185
2011-06-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,99071,47074,14480,57,23172,55263,28768,29271
2011-06-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,94286,34319,20696,34,37464,41037,22469,32519
2011-07-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,94901,34595,20268,34,37001,43359,23271,31240
2011-07-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,115846,52277,23989,105,31775,59654,31689,32098
2011-07-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,129653,63535,21380,262,31874,78836,33982,29175
2011-07-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,138932,72114,20812,146,31950,86498,34722,31476
2011-08-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,148888,78855,20022,261,31542,96406,38230,32199
2011-08-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,119904,53386,11237,24,33208,83110,33286,25533
2011-08-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,126262,59060,11712,45,34111,88078,33046,26427
2011-08-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,131217,60831,13692,219,40500,89204,29667,28102
2011-08-30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,126128,54136,12951,198,40060,84413,31734,28566
2011-09-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,123412,48125,15338,795,47213,75362,27279,31917
2011-09-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,151535,53778,18823,77,69951,101512,27729,31123
2011-09-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,127828,63888,18271,2,35079,82253,28859,27302
2011-09-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,125732,61166,18844,1,37340,77590,27225,29297
2011-10-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,134724,60867,17405,0,46805,86267,27052,31052
2011-10-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,153849,54190,19071,3,73150,105272,26506,29503
2011-10-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,152255,49047,22140,20,78263,100223,24925,29872
2011-10-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,165616,75999,21720,44,56542,114802,33031,29050
2011-11-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,138045,43671,17767,1251,68980,93739,24143,25288
2011-11-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,138981,44320,16243,158,70785,95839,23718,26741
2011-11-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,142233,49916,16236,32,71117,100819,21168,25146
2011-11-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,149571,57018,13838,58,71333,111966,21162,23709
2011-11-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,166279,56162,15615,22,90534,125881,19561,24761
2011-12-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,178625,56817,18546,154,102825,135080,18829,24845
2011-12-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,204818,52249,16649,6682,127716,154671,18171,26816
2011-12-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,132006,52148,27672,1,62663,79993,17194,24340
2011-12-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,132557,52691,30106,0,64648,76831,15218,25620
2012-01-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,158719,72986,16505,9,64329,115986,21395,26219
2012-01-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,163533,76671,17014,7,63448,120176,23407,26336
2012-01-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,168070,78355,19493,32,64244,124129,25439,24416
2012-01-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,152061,66194,21827,44,64774,100438,21049,29752
2012-01-31,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,172967,81054,24385,14,65159,118220,26740,30348
2012-02-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,178512,84847,29676,70,67345,117566,26250,31200
2012-02-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,153683,64096,34637,86,69188,83587,20313,35373
2012-02-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,150551,62062,44805,138,72539,66143,15812,39465
2012-02-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,148310,51558,52761,704,83362,52335,12686,42510
2012-03-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,147952,33281,52639,1770,101188,50071,11713,43472
2012-03-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,196396,22249,64629,6066,156362,74440,11719,51261
2012-03-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,139769,34923,60744,16,92729,32938,12101,46071
2012-03-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,145497,10905,78527,58,123120,19024,11414,47888
2012-04-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,150382,14563,79671,146,124871,20393,10802,50172
2012-04-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,150875,16097,82181,189,124239,21715,10350,46790
2012-04-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,144168,16917,74720,136,117949,26308,9166,43004
2012-04-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,137636,12669,68572,145,113918,27577,10904,41342
2012-05-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,140349,14110,64283,199,114191,31306,11849,44561
2012-05-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,141842,16369,57462,220,111185,41433,14068,42727
2012-05-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,139275,17455,51770,281,108497,44889,13042,42335
2012-05-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,142168,20483,38498,228,106143,63037,15314,40405
2012-05-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,140684,21620,32950,196,103632,69457,15236,38081
2012-06-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,169663,37376,25303,3350,104807,105560,24130,35450
2012-06-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,174278,38182,25875,4632,113390,109112,18074,34659
2012-06-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,123868,44740,29603,50,61597,62271,17481,31944
2012-06-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,123247,43910,39368,51,66111,46910,13175,36918
2012-07-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,117403,36950,32775,113,66299,48531,14041,35984
2012-07-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,115522,32920,23968,208,66776,56267,15618,35079
2012-07-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,121806,36734,25613,294,67719,61020,17059,34879
2012-07-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,139033,52024,26963,413,65716,79575,20880,32082
2012-07-31,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,144095,55373,23119,545,64503,87144,23674,33287
2012-08-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,148998,55883,28344,492,69117,85413,23506,34749
2012-08-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,151036,55983,25279,540,71053,87076,23460,38141
2012-08-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,141458,43584,32413,1133,78662,67012,18079,40900
2012-08-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,149444,53571,32015,362,73630,83302,21881,33765
2012-09-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,152452,55133,31126,146,72936,90420,24237,30760
2012-09-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,176618,60862,28089,2915,82795,108142,30046,37472
2012-09-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,128862,41500,26024,1099,63586,69015,22677,32724
2012-09-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,137692,47318,26207,10,65054,76712,25310,34763
2012-10-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,141693,52696,23361,12,62717,85238,26268,33082
2012-10-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,127442,40778,27864,32,66521,65634,20111,33912
2012-10-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,131343,42767,32681,1111,69304,61777,18161,35774
2012-10-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,137135,25550,43746,829,97898,45592,12858,46968
2012-10-30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,147135,19886,56906,754,115218,38637,11277,50838
2012-11-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,161552,24966,65070,696,126094,40947,9796,54839
2012-11-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,155931,21980,52427,249,121760,52081,11942,51174
2012-11-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,180979,28272,79661,781,139472,42709,12454,57828
2012-11-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,208130,27027,106493,455,168514,41143,12134,60039
2012-12-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,220982,20929,111255,2476,184151,42934,13426,64317
