T(秒),m の帯,帯の下限(bp),帯の上限(bp),h(秒),帯のプリント数,m 平均,m 中央値,k 平均,k 中央値,n,含む日数,r 平均(bp),r 日クラスタ SE,r naive SE,日クラスタ/naive,r 日等重み平均,r 中央値,r p25,r p75,r < 0 の割合,r < 0 の母数,同じ側の次の清算 60 秒以内の割合,同じ側の次の清算 60 秒以内の母数,同じ側の次の清算 120 秒以内の割合,同じ側の次の清算 120 秒以内の母数,同じ側の次の清算が無い(この期間の最後)
60,8,27.951066,35.806904,1,5200,31.614658,31.479036,0.031187,0.015099,5200,399,0.131291,0.053524,0.054408,0.983750,0.184502,0.000000,-1.786281,1.585119,0.496154,5200,0.700000,5200,0.756538,5200,0
60,8,27.951066,35.806904,5,5200,31.614658,31.479036,0.031187,0.015099,5200,399,-0.256634,0.140336,0.120511,1.164509,-0.514473,-0.962905,-4.680005,3.122930,0.570577,5200,0.700000,5200,0.756538,5200,0
60,8,27.951066,35.806904,10,5200,31.614658,31.479036,0.031187,0.015099,5200,399,-0.379755,0.202787,0.152283,1.331648,-0.781153,-1.141662,-6.312803,3.923204,0.566923,5200,0.700000,5200,0.756538,5200,0
60,8,27.951066,35.806904,30,5200,31.614658,31.479036,0.031187,0.015099,5200,399,-0.393116,0.344268,0.222764,1.545436,-1.296026,-1.327471,-9.416628,7.357699,0.539615,5200,0.700000,5200,0.756538,5200,0
60,8,27.951066,35.806904,60,5200,31.614658,31.479036,0.031187,0.015099,5200,399,-0.453111,0.518796,0.300815,1.724636,-1.878090,-1.661731,-12.729309,10.130161,0.543462,5200,0.700000,5200,0.756538,5200,0
60,8,27.951066,35.806904,300,5200,31.614658,31.479036,0.031187,0.015099,5200,399,-1.433001,1.237304,0.684618,1.807291,-4.703702,-4.950278,-24.975472,16.363350,0.572308,5200,0.700000,5200,0.756538,5200,0
60,8,27.951066,35.806904,900,5200,31.614658,31.479036,0.031187,0.015099,5200,399,-2.443591,1.792804,0.931170,1.925323,-9.175962,-8.201190,-39.854736,26.466056,0.564231,5200,0.700000,5200,0.756538,5200,0
60,9,35.806904,50.836735,1,5200,42.139240,41.598573,0.020170,0.015644,5200,363,0.038284,0.077198,0.070894,1.088922,-0.014476,-0.073675,-2.540458,2.094394,0.517885,5200,0.733462,5200,0.781154,5200,0
60,9,35.806904,50.836735,5,5200,42.139240,41.598573,0.020170,0.015644,5200,363,-0.516098,0.245036,0.157980,1.551058,-0.958991,-1.581265,-6.592117,3.742063,0.585769,5200,0.733462,5200,0.781154,5200,0
60,9,35.806904,50.836735,10,5200,42.139240,41.598573,0.020170,0.015644,5200,363,-1.110413,0.305278,0.198658,1.536701,-1.845743,-2.511985,-8.806824,4.646173,0.594615,5200,0.733462,5200,0.781154,5200,0
60,9,35.806904,50.836735,30,5200,42.139240,41.598573,0.020170,0.015644,5200,363,-1.414295,0.500451,0.296089,1.690203,-3.247569,-2.556310,-13.444375,8.168490,0.566923,5200,0.733462,5200,0.781154,5200,0
60,9,35.806904,50.836735,60,5200,42.139240,41.598573,0.020170,0.015644,5200,363,-1.760032,0.724072,0.399209,1.813767,-4.249511,-3.332362,-17.090666,10.745342,0.565385,5200,0.733462,5200,0.781154,5200,0
60,9,35.806904,50.836735,300,5200,42.139240,41.598573,0.020170,0.015644,5200,363,-2.789006,1.808939,0.847337,2.134851,-8.908728,-8.704296,-31.275386,18.545525,0.587115,5200,0.733462,5200,0.781154,5200,0
60,9,35.806904,50.836735,900,5200,42.139240,41.598573,0.020170,0.015644,5200,363,-2.276084,2.125535,1.133738,1.874802,-12.559817,-9.265117,-44.286669,31.058376,0.573462,5200,0.733462,5200,0.781154,5200,0
60,10,50.836735,+∞,1,5200,97.842502,71.937604,0.066236,0.018245,5200,278,0.895506,0.216394,0.169305,1.278130,-0.909153,0.218077,-4.739627,5.597241,0.477692,5200,0.819038,5200,0.850577,5200,0
60,10,50.836735,+∞,5,5200,97.842502,71.937604,0.066236,0.018245,5200,278,1.026110,1.024748,0.402534,2.545742,-4.423893,-2.930513,-12.933634,9.298129,0.571923,5200,0.819038,5200,0.850577,5200,0
60,10,50.836735,+∞,10,5200,97.842502,71.937604,0.066236,0.018245,5200,278,0.058803,1.797688,0.560385,3.207952,-7.095523,-5.497249,-18.115055,8.918325,0.608846,5200,0.819038,5200,0.850577,5200,0
60,10,50.836735,+∞,30,5200,97.842502,71.937604,0.066236,0.018245,5200,278,-1.372868,3.786513,0.825668,4.585998,-11.214023,-8.313595,-27.822581,12.919549,0.608846,5200,0.819038,5200,0.850577,5200,0
60,10,50.836735,+∞,60,5200,97.842502,71.937604,0.066236,0.018245,5200,278,0.192005,6.649082,1.249194,5.322698,-12.572997,-12.515162,-35.535224,16.787100,0.621538,5200,0.819038,5200,0.850577,5200,0
60,10,50.836735,+∞,300,5200,97.842502,71.937604,0.066236,0.018245,5200,278,-17.110677,5.246798,1.713656,3.061756,-22.340935,-22.770347,-60.851727,20.037781,0.650385,5200,0.819038,5200,0.850577,5200,0
60,10,50.836735,+∞,900,5200,97.842502,71.937604,0.066236,0.018245,5200,278,-26.274528,7.110690,2.038707,3.487844,-25.887461,-28.704162,-82.376683,27.765800,0.640385,5200,0.819038,5200,0.850577,5200,0
