kind,time_ms,side,qty,p_liq,p_avg,p0,bin_pct,dist_node_bp,dist_gap_bp,vol_between_ratio,dist_vwap_bp,n_bins,total_qty,day,bundle_n_events,bundle_total_qty,bundle_n_events_dedup,bundle_total_qty_dedup
control,1703958564216,,,42485.0,,42485.0,88.0,2.6599,42.7305,0.075911,-54.9285,25,4952177.0,2023-12-30,,,,
liq,1703959637123,SELL,59.0,42454.5,42454.5,42454.6,79.1667,9.8459,49.9454,0.065918,-42.7202,24,4948843.0,2023-12-30,1,59.0,1,59.0
liq,1703961626806,SELL,2.0,42381.6,42381.6,42381.7,26.087,-12.9445,67.2322,0.029971,-19.6446,23,5077505.0,2023-12-30,1,2.0,1,2.0
control,1703965311393,,,42468.2,,42468.2,94.7368,-3.3798,46.7034,0.111603,-30.7018,19,4956051.0,2023-12-30,,,,
control,1703966774287,,,42404.9,,42404.9,84.2105,11.5427,61.7006,0.093876,-13.7628,19,4979565.0,2023-12-30,,,,
liq,1703968384222,SELL,13.0,42320.0,42320.0,42320.0,84.2105,21.6056,81.8858,0.097082,9.3147,19,4889712.0,2023-12-30,1,13.0,1,13.0
liq,1703968449782,SELL,2.0,42283.5,42283.5,42283.6,63.1579,30.2565,-89.3278,0.060709,18.1815,19,4909664.0,2023-12-30,1,2.0,1,2.0
liq,1703968809298,SELL,56.0,42254.5,42254.5,42255.0,52.6316,37.1404,-82.526,0.054016,25.4052,19,4953312.0,2023-12-30,2,67.0,2,67.0
control,1703969243066,,,42264.2,,42264.2,68.4211,34.8368,-84.8021,0.078201,23.8143,19,4988255.0,2023-12-30,,,,
control,1703970798943,,,42319.6,,42319.6,94.7368,1.687,-68.0456,0.118629,11.5554,19,5049414.0,2023-12-30,,,,
control,1703972745375,,,42290.9,,42290.9,76.4706,8.4745,-61.3055,0.098053,21.7058,17,5008534.0,2023-12-30,,,,
liq,1703976734107,SELL,119.0,42182.2,42182.2,42187.7,8.3333,34.2655,4.2228,0.008827,55.5991,12,4428321.0,2023-12-30,5,642.0,5,642.0
control,1703978570096,,,42287.7,,42287.7,71.4286,9.2318,-40.6645,0.108271,29.8695,14,4370680.0,2023-12-30,,,,
control,1703979393178,,,42284.9,,42284.9,71.4286,9.8946,-40.0051,0.112357,30.9757,14,4331107.0,2023-12-30,,,,
control,1703979777985,,,42209.0,,42209.0,14.2857,27.8944,-22.095,0.012994,49.3283,14,4272345.0,2023-12-30,,,,
control,1703979961880,,,42223.2,,42223.2,35.7143,24.5219,-25.4507,0.044194,45.9818,14,4246551.0,2023-12-30,,,,
liq,1703983122077,BUY,8.0,42462.5,42462.5,42462.4,78.5714,-31.9719,48.052,0.122037,-18.5893,14,3574696.0,2023-12-31,1,8.0,1,8.0
control,1703985266808,,,42385.0,,42385.0,71.4286,6.2369,-63.5274,0.114663,-1.6978,14,3435995.0,2023-12-31,,,,
control,1703986127234,,,42318.7,,42318.7,78.5714,-8.0922,-47.9601,0.138225,12.565,14,2894930.0,2023-12-31,,,,
liq,1703987030383,SELL,1.0,42210.5,42210.5,42210.6,33.3333,17.5205,-22.4496,0.041077,32.6374,12,2668119.0,2023-12-31,1,1.0,1,1.0
liq,1703990107197,SELL,12.0,42159.9,42159.9,42159.9,20.0,29.5434,79.7916,0.038456,37.5469,10,2441552.0,2023-12-31,4,23.0,4,23.0
liq,1703990393518,SELL,7.0,42070.1,42070.1,42070.2,16.6667,50.9518,-9.1434,0.019268,55.9639,12,2580964.0,2023-12-31,1,7.0,1,7.0
liq,1703990826374,SELL,10.0,42049.3,42049.3,42049.4,8.3333,55.9236,-4.2013,0.002937,58.7882,12,2595657.0,2023-12-31,1,10.0,1,10.0
liq,1703991197040,SELL,80.0,42019.7,42019.7,42019.7,15.3846,63.0073,-7.1528,0.01848,63.7235,13,2645794.0,2023-12-31,1,80.0,1,80.0
control,1703999767371,,,42242.1,,42242.1,83.3333,0.0267,50.1269,0.158571,0.8611,12,2448719.0,2023-12-31,,,,
control,1703999827546,,,42250.1,,42250.1,83.3333,-1.8668,48.2239,0.160433,-1.0805,12,2439548.0,2023-12-31,,,,
control,1704000077810,,,42253.0,,42253.0,83.3333,-2.553,47.5343,0.163937,-1.9815,12,2419003.0,2023-12-31,,,,
control,1704001619061,,,42307.4,,42307.4,75.0,-5.4234,34.6149,0.107931,-15.4657,12,2381264.0,2023-12-31,,,,
control,1704002075952,,,42271.8,,42271.8,83.3333,2.9937,43.0657,0.160533,-6.8476,12,2410633.0,2023-12-31,,,,
control,1704003896436,,,42267.6,,42267.6,83.3333,3.9877,44.0637,0.156612,-6.3477,12,2384054.0,2023-12-31,,,,
liq,1704006321891,BUY,106.0,42356.1,42356.1,42356.1,75.0,-16.915,23.0773,0.110392,-25.4808,12,2250848.0,2023-12-31,1,106.0,1,106.0
liq,1704007291356,BUY,2.0,42445.3,42445.3,42445.3,8.3333,-37.8947,2.0135,0.018201,-45.0314,12,2287449.0,2023-12-31,3,34.0,3,34.0
liq,1704007625386,BUY,45.0,42530.5,42530.5,42530.4,0.0,-57.8515,1.9508,0.006868,-62.3567,14,2389078.0,2023-12-31,1,45.0,1,45.0
liq,1704007867372,BUY,9.0,42600.0,42600.0,42600.0,13.3333,-74.0716,-14.367,0.022456,-75.6287,15,2488363.0,2023-12-31,5,53.0,5,53.0
control,1704009927763,,,42576.4,,42576.4,61.1111,-68.5697,31.1927,0.05636,-55.3617,18,2982097.0,2023-12-31,,,,
liq,1704011645023,SELL,4.0,42415.0,42415.0,42415.0,66.6667,-30.7781,69.364,0.068801,-14.0079,18,2998362.0,2023-12-31,1,4.0,1,4.0
control,1704012903584,,,42441.3,,42441.3,55.5556,-36.9558,63.1242,0.06128,-20.0622,18,2929181.0,2023-12-31,,,,
liq,1704013439537,BUY,4.0,42592.0,42592.0,42592.0,66.6667,-72.2073,27.5186,0.070631,-54.6117,18,2930980.0,2023-12-31,1,4.0,1,4.0
liq,1704014081829,BUY,1.0,42678.3,42678.3,42676.0,61.1111,-92.2823,7.2419,0.061003,-72.1081,18,3027482.0,2023-12-31,1,1.0,1,1.0
liq,1704014400618,BUY,7.0,42725.7,42725.7,42725.6,15.7895,-103.2739,6.136,0.013752,-81.4066,19,3057573.0,2023-12-31,1,7.0,1,7.0
liq,1704014495246,BUY,517.0,42733.6,42733.6,42729.0,0.0,-105.1035,4.2862,0.024536,-82.3377,19,3090753.0,2023-12-31,1,517.0,1,517.0
liq,1704014676146,BUY,1.0,42794.9,42794.9,42794.8,0.0,-119.2771,-0.0541,0.00296,-94.9853,20,3135598.0,2023-12-31,4,95.0,4,95.0
control,1704018184187,,,42696.9,,42696.9,60.8696,12.8854,52.997,0.050116,-50.459,23,3796302.0,2023-12-31,,,,
liq,1704021918675,SELL,428.0,42610.3,42610.3,42610.3,52.381,13.1989,73.4285,0.052602,-12.1029,21,3605065.0,2023-12-31,1,428.0,1,428.0
liq,1704023311735,SELL,6.0,42557.7,42557.7,42557.7,57.8947,25.5749,85.8789,0.066734,2.5428,19,3630818.0,2023-12-31,1,6.0,1,6.0
liq,1704023391324,SELL,6.0,42544.5,42544.5,42544.6,68.4211,28.6854,89.0082,0.070832,5.7608,19,3640965.0,2023-12-31,1,6.0,1,6.0
liq,1704027251242,SELL,29.0,42454.2,42454.2,42452.3,38.8889,29.9465,-59.8733,0.043467,31.9721,18,3799093.0,2023-12-31,2,797.0,2,797.0
liq,1704027404395,SELL,149.0,42374.8,42374.8,42371.6,16.6667,48.7402,-41.248,0.016199,49.7208,18,3912013.0,2023-12-31,1,149.0,1,149.0
control,1704029927789,,,42495.7,,42495.7,77.7778,20.1516,-69.5805,0.103015,21.4965,18,4104569.0,2023-12-31,,,,
control,1704030455641,,,42483.7,,42483.7,94.4444,2.9659,-66.7756,0.111795,24.8034,18,4109641.0,2023-12-31,,,,
control,1704032036246,,,42472.6,,42472.6,64.7059,5.5802,-54.2438,0.08532,28.3222,17,4138601.0,2023-12-31,,,,
control,1704033593016,,,42535.2,,42535.2,87.5,0.8456,-58.95,0.116102,13.8707,16,4176512.0,2023-12-31,,,,
liq,1704036648098,SELL,42.0,42419.0,42419.0,42419.1,28.5714,18.2231,-11.7716,0.050516,44.3107,14,4034355.0,2023-12-31,1,42.0,1,42.0
control,1704039059848,,,42530.0,,42530.0,85.7143,2.0683,-37.8401,0.124005,16.1221,14,3691047.0,2023-12-31,,,,
liq,1704041154643,BUY,3.0,42720.1,42720.1,42721.5,42.8571,7.4477,47.5375,0.075061,-25.5822,14,3578272.0,2023-12-31,1,3.0,1,3.0
liq,1704043661766,SELL,20.0,42543.9,42543.9,42544.0,85.7143,-1.1995,-41.095,0.115449,15.2354,14,3296447.0,2023-12-31,1,20.0,1,20.0
liq,1704043838685,SELL,5.0,42505.0,42505.0,42505.0,92.8571,-2.0467,-31.9807,0.141362,23.7359,14,3259712.0,2023-12-31,1,5.0,1,5.0
liq,1704044029120,SELL,2.0,42500.5,42500.5,42501.1,92.8571,-0.9881,-30.9253,0.14315,24.4204,14,3248848.0,2023-12-31,1,2.0,1,2.0
control,1704045756586,,,42610.5,,42610.5,72.7273,-16.8276,43.2214,0.14751,-9.5725,11,2912489.0,2023-12-31,,,,
control,1704046950275,,,42577.0,,42577.0,60.0,11.0193,-48.8372,0.142403,-3.9729,10,2831526.0,2023-12-31,,,,
control,1704048775505,,,42675.7,,42675.7,40.0,-12.1341,17.8595,0.108269,-27.8908,10,2806133.0,2023-12-31,,,,
control,1704049141097,,,42673.3,,42673.3,40.0,-11.5724,18.4229,0.112384,-27.6082,10,2788133.0,2023-12-31,,,,
control,1704051278903,,,42627.9,,42627.9,80.0,-30.8717,29.0928,0.161527,-17.0633,10,2763968.0,2023-12-31,,,,
control,1704054207861,,,42638.3,,42638.3,90.0,-3.3733,26.6466,0.177054,-18.4498,10,2690998.0,2023-12-31,,,,
control,1704054274518,,,42632.1,,42632.1,90.0,-1.9195,28.1048,0.179407,-16.9768,10,2690183.0,2023-12-31,,,,
liq,1704054814399,SELL,38.0,42570.4,42570.4,42570.4,40.0,12.5714,42.6391,0.120555,-2.1469,10,2726687.0,2023-12-31,1,38.0,1,38.0
control,1704055570548,,,42604.2,,42604.2,90.0,4.6279,34.6718,0.175866,-10.3989,10,2689334.0,2023-12-31,,,,
control,1704055709615,,,42557.2,,42557.2,60.0,15.677,45.7541,0.131537,0.6287,10,2701733.0,2023-12-31,,,,
control,1704056276059,,,42562.7,,42562.7,60.0,14.3827,-45.4938,0.147038,1.8329,10,2527922.0,2023-12-31,,,,
control,1704056470155,,,42590.6,,42590.6,60.0,7.8226,-52.0148,0.153228,-4.4577,10,2520796.0,2023-12-31,,,,
control,1704057546324,,,42670.0,,42670.0,80.0,-10.7999,-70.5259,0.16768,-21.3079,10,2435140.0,2023-12-31,,,,
control,1704058232870,,,42639.0,,42639.0,90.0,-3.5374,-63.3068,0.219051,-13.2326,10,2408179.0,2023-12-31,,,,
control,1704060806853,,,42527.1,,42527.1,60.0,22.7659,-37.1608,0.134236,14.4097,10,2452274.0,2023-12-31,,,,
liq,1704061152345,SELL,18.0,42448.7,42448.7,42444.5,40.0,41.2773,-18.76,0.061021,32.58,10,2483814.0,2023-12-31,1,18.0,1,18.0
liq,1704063022397,SELL,9.0,42431.9,42431.9,42431.9,20.0,45.2529,-14.8082,0.028375,35.8699,10,2577728.0,2023-12-31,12,590.0,12,590.0
control,1704064205259,,,42310.7,,42310.7,56.25,63.9638,-36.1245,0.063348,51.1648,16,3132863.0,2023-12-31,,,,
liq,1704064598109,SELL,3.0,42169.0,42169.0,42169.0,6.25,97.7817,-2.643,0.007658,83.4268,16,3189168.0,2023-12-31,2,87.0,2,87.0
liq,1704064844251,SELL,120.0,42133.8,42133.8,42133.8,6.25,106.2177,-4.2866,0.010237,89.0186,16,3278846.0,2023-12-31,2,148.0,2,148.0
liq,1704068163557,BUY,285.0,42548.0,42548.0,42540.9,76.4706,7.8348,47.9262,0.067956,-16.5532,17,3357019.0,2024-01-01,1,285.0,1,285.0
control,1704069244242,,,42403.2,,42403.2,29.4118,52.0519,-77.7146,0.037502,17.1532,17,3411026.0,2024-01-01,,,,
control,1704069433989,,,42423.6,,42423.6,29.4118,47.2183,77.3901,0.039997,12.1297,17,3422528.0,2024-01-01,,,,
liq,1704072759690,BUY,1.0,42579.2,42579.2,42579.1,88.2353,0.5015,40.5636,0.120495,-27.957,17,3363325.0,2024-01-01,1,1.0,1,1.0
liq,1704073040153,BUY,8.0,42745.0,42745.0,42745.0,0.0,-28.3269,1.6181,0.004514,-65.3142,17,3448951.0,2024-01-01,2,9.0,2,9.0
liq,1704073110329,BUY,6.0,42806.7,42806.7,42806.6,0.0,-42.6997,-2.8107,0.002071,-78.4993,18,3507229.0,2024-01-01,1,6.0,1,6.0
control,1704076457551,,,42627.2,,42627.2,83.3333,9.229,39.2867,0.094211,-33.7259,18,3626964.0,2024-01-01,,,,
control,1704077824121,,,42606.3,,42606.3,88.8889,4.1348,44.2114,0.103336,-29.7151,18,3608306.0,2024-01-01,,,,
liq,1704079393563,SELL,4.0,42473.1,42473.1,42473.2,83.3333,25.4833,75.7111,0.083187,0.8852,18,3631823.0,2024-01-01,1,4.0,1,4.0
liq,1704080639711,SELL,220.0,42295.0,42295.0,42295.1,72.2222,37.5568,-52.3312,0.066413,40.7513,18,3715268.0,2024-01-01,1,220.0,1,220.0
liq,1704080773152,SELL,228.0,42270.0,42270.0,42270.0,72.2222,43.4934,-46.4477,0.072254,46.2363,18,3757301.0,2024-01-01,1,228.0,1,228.0
control,1704081993452,,,42399.1,,42399.1,44.4444,12.9122,-76.7551,0.051735,13.3325,18,3793601.0,2024-01-01,,,,
liq,1704082839448,SELL,165.0,42252.7,42252.7,42253.0,55.5556,47.6056,-42.3724,0.059232,46.4959,18,3806891.0,2024-01-01,2,194.0,2,194.0
control,1704085820603,,,42374.1,,42374.1,72.2222,-11.1768,-70.9005,0.091764,13.6641,18,3850478.0,2024-01-01,,,,
control,1704086671353,,,42361.9,,42361.9,94.4444,1.6916,-68.041,0.104031,15.7844,18,3855000.0,2024-01-01,,,,
liq,1704088575465,SELL,10.0,42205.1,42205.1,42205.3,27.7778,28.821,-31.1419,0.032759,49.9959,18,3839504.0,2024-01-01,1,10.0,1,10.0
control,1704089375546,,,42310.8,,42310.8,94.4444,3.7672,-56.0459,0.120418,23.5366,18,3830283.0,2024-01-01,,,,
control,1704089681596,,,42304.9,,42304.9,88.8889,-4.8328,-54.6591,0.115116,24.6706,18,3833072.0,2024-01-01,,,,
control,1704089838545,,,42361.5,,42361.5,83.3333,-8.2057,-67.9472,0.113666,11.0414,18,3862812.0,2024-01-01,,,,
control,1704090184295,,,42316.2,,42316.2,94.4444,2.4906,-57.3148,0.12683,21.4024,18,3866885.0,2024-01-01,,,,
control,1704092596663,,,42477.8,,42477.8,55.5556,-25.5978,74.5962,0.064038,-14.1149,18,3324154.0,2024-01-01,,,,
control,1704093074115,,,42490.7,,42490.7,66.6667,-28.626,71.5376,0.080543,-15.6909,18,3220203.0,2024-01-01,,,,
control,1704093102536,,,42485.2,,42485.2,66.6667,-27.3352,72.8415,0.081358,-14.3234,18,3217314.0,2024-01-01,,,,
control,1704094360236,,,42519.5,,42519.5,26.6667,-15.4408,64.7158,0.036456,-15.2699,15,2955534.0,2024-01-01,,,,
control,1704095229922,,,42499.6,,42499.6,80.0,-10.7656,69.4285,0.109517,-9.1286,15,2899986.0,2024-01-01,,,,
control,1704097250300,,,42541.1,,42541.1,40.0,-10.5309,59.6055,0.052341,-16.9796,15,2692703.0,2024-01-01,,,,
liq,1704099409850,BUY,200.0,42581.3,42581.3,42580.2,66.6667,-19.9617,50.1085,0.090185,-25.1613,15,2603561.0,2024-01-01,1,200.0,1,200.0
liq,1704099578545,BUY,1.0,42583.3,42583.3,42583.3,66.6667,-20.4305,49.6365,0.093301,-25.5752,15,2600731.0,2024-01-01,1,1.0,1,1.0
control,1704100008733,,,42586.5,,42586.5,73.3333,-21.1803,48.8813,0.103054,-26.0639,15,2603631.0,2024-01-01,,,,
control,1704101042431,,,42660.0,,42660.0,20.0,-18.4399,31.5678,0.032254,-42.2537,15,2640065.0,2024-01-01,,,,
control,1704101824812,,,42700.0,,42700.0,33.3333,-27.7903,22.1706,0.050803,-51.5029,15,2618618.0,2024-01-01,,,,
control,1704103135557,,,42670.1,,42670.1,30.7692,-20.8025,-100.278,0.055539,-50.2174,13,2417031.0,2024-01-01,,,,
control,1704103215461,,,42689.9,,42689.9,15.3846,-25.431,-104.8696,0.040941,-54.9493,13,2410002.0,2024-01-01,,,,
liq,1704105892825,BUY,930.0,42749.1,42749.1,42748.9,7.1429,-88.8987,0.6588,0.017471,-65.3518,14,2468708.0,2024-01-01,1,930.0,1,930.0
control,1704110384194,,,42726.7,,42726.7,93.3333,-4.0941,-63.8602,0.14619,-47.0546,15,2355328.0,2024-01-01,,,,
control,1704111333192,,,42665.0,,42665.0,80.0,10.3615,-49.491,0.121132,-30.4877,15,2379560.0,2024-01-01,,,,
control,1704111350052,,,42665.3,,42665.3,80.0,10.2911,-49.561,0.121343,-30.543,15,2379727.0,2024-01-01,,,,
control,1704112601575,,,42749.9,,42749.9,66.6667,-9.5188,-118.7576,0.087193,-44.7276,15,2316857.0,2024-01-01,,,,
control,1704115894179,,,42711.3,,42711.3,93.3333,-0.49,-70.2074,0.204846,-24.5159,15,2424948.0,2024-01-01,,,,
control,1704116502704,,,42752.3,,42752.3,80.0,-10.0796,-79.7302,0.137353,-32.2614,15,2395307.0,2024-01-01,,,,
control,1704117279381,,,42758.2,,42758.2,80.0,-11.4581,-120.6757,0.147399,-31.4434,15,2357164.0,2024-01-01,,,,
liq,1704119015767,SELL,10.0,42630.1,42630.1,42630.2,33.3333,8.5481,-61.2323,0.044898,6.2127,12,2305111.0,2024-01-01,1,10.0,1,10.0
control,1704120723410,,,42645.4,,42645.4,80.0,14.9623,-54.8629,0.215742,4.8639,10,2350180.0,2024-01-01,,,,
control,1704122641129,,,42743.0,,42743.0,66.6667,-7.906,-67.6493,0.156893,-15.2399,9,2344344.0,2024-01-01,,,,
liq,1704123873074,BUY,1275.0,42863.8,42863.8,42858.9,0.0,-36.066,3.8495,1.1e-05,-41.4828,11,2469418.0,2024-01-01,3,1309.0,3,1309.0
liq,1704125762365,BUY,10.0,42893.2,42893.2,42893.1,30.0,-42.8955,-92.5321,0.05116,-42.1223,10,2661870.0,2024-01-01,1,10.0,1,10.0
control,1704126393238,,,42705.3,,42705.3,90.0,0.9149,-38.9889,0.245137,3.4484,10,2703732.0,2024-01-01,,,,
control,1704127904825,,,42803.8,,42803.8,55.5556,-22.0991,-61.9112,0.153223,-17.6284,9,2770856.0,2024-01-01,,,,
control,1704129146583,,,42821.8,,42821.8,25.0,-26.2933,-56.1547,0.067186,-20.7163,8,2776216.0,2024-01-01,,,,
control,1704130719566,,,42753.7,,42753.7,57.1429,-10.4068,-30.356,0.194208,-3.0934,7,2677917.0,2024-01-01,,,,
control,1704130730033,,,42753.7,,42753.7,57.1429,-10.4068,-30.356,0.19436,-3.088,7,2675984.0,2024-01-01,,,,
control,1704131206381,,,42837.8,,42837.8,28.5714,-30.0185,-49.9286,0.07502,-22.2518,7,2647933.0,2024-01-01,,,,
control,1704131688112,,,42862.8,,42862.8,14.2857,-35.8336,-55.7321,0.059672,-27.6105,7,2647724.0,2024-01-01,,,,
liq,1704132173763,BUY,70.0,42924.4,42924.4,42924.4,0.0,-50.133,-0.284,0.013607,-40.865,8,2689615.0,2024-01-01,5,1413.0,5,1413.0
liq,1704132448793,BUY,8.0,43020.7,43020.7,43020.6,10.0,-72.4053,-22.668,0.015389,-60.6408,10,2786398.0,2024-01-01,7,578.0,7,578.0
liq,1704132766517,BUY,26.0,43114.5,43114.5,43114.4,38.4615,-74.1819,5.5031,0.028681,-77.8417,13,2944445.0,2024-01-01,3,1239.0,3,1239.0
liq,1704132918652,BUY,171.0,43179.5,43179.5,43177.6,14.2857,-89.1237,-9.5586,0.014773,-90.4683,14,3005210.0,2024-01-01,3,1225.0,3,1225.0
control,1704135961886,,,43218.8,,43218.8,37.5,-98.1359,11.3308,0.047824,-77.8545,16,3523721.0,2024-01-01,,,,
liq,1704137294681,BUY,68.0,43289.8,43289.8,43289.7,0.0,-114.376,4.9061,0.001925,-89.9649,17,3510787.0,2024-01-01,3,70.0,3,70.0
liq,1704137570172,BUY,81.0,43397.2,43397.2,43397.1,0.0,-138.8411,0.1161,0.004636,-110.5874,19,3629063.0,2024-01-01,6,149.0,6,149.0
control,1704138113759,,,43399.8,,43399.8,42.8571,-139.4319,19.526,0.034936,-101.3816,21,3863664.0,2024-01-01,,,,
liq,1704138418089,BUY,531.0,43486.5,43486.5,43486.4,0.0,-159.0911,-0.4501,0.006744,-119.5249,21,3890459.0,2024-01-01,1,531.0,1,531.0
liq,1704138491619,BUY,30.0,43537.9,43537.9,43535.1,0.0,-170.7091,-2.2677,0.008345,-128.738,22,3966310.0,2024-01-01,1,30.0,1,30.0
liq,1704138727842,BUY,81.0,43579.0,43579.0,43578.3,4.3478,-179.9793,-1.7084,0.010928,-134.347,23,4057852.0,2024-01-01,2,275.0,2,275.0
liq,1704138829481,BUY,168.0,43597.3,43597.3,43597.3,0.0,-184.1012,4.0889,0.001479,-136.7823,24,4108225.0,2024-01-01,2,170.0,2,170.0
liq,1704139234459,BUY,204.0,43634.1,43634.1,43633.9,8.3333,-192.3797,-4.3483,0.012702,-141.1101,24,4203258.0,2024-01-01,5,225.0,5,225.0
liq,1704139479246,BUY,1.0,43741.3,43741.3,43741.2,0.0,-216.416,1.098,0.006924,-156.7599,27,4429801.0,2024-01-01,2,16.0,2,16.0
liq,1704139743451,BUY,8.0,43765.3,43765.3,43765.2,53.5714,-133.4243,5.6092,0.032113,-155.2957,28,4568924.0,2024-01-01,1,8.0,1,8.0
liq,1704140008026,BUY,3.0,43813.7,43813.7,43813.6,0.0,-144.3237,4.5508,0.000748,-162.8692,29,4644228.0,2024-01-01,1,3.0,1,3.0
liq,1704142072532,BUY,2.0,43902.4,43902.4,43902.4,0.0,-35.601,4.3164,0.005049,-155.0353,31,5171339.0,2024-01-01,1,2.0,1,2.0
control,1704142883800,,,43805.0,,43805.0,80.6452,-13.4453,26.5609,0.057014,-127.7599,31,5291928.0,2024-01-01,,,,
control,1704143872992,,,43821.0,,43821.0,45.1613,-7.1087,22.9,0.02711,-125.5436,31,5325809.0,2024-01-01,,,,
liq,1704144669316,SELL,9.0,43675.5,43675.5,43677.5,48.3871,6.1592,-13.8232,0.029855,-88.685,31,5428397.0,2024-01-01,1,9.0,1,9.0
liq,1704145085775,SELL,48.0,43599.8,43599.8,43601.3,16.129,23.5323,-56.2963,0.012438,-69.7538,31,5489932.0,2024-01-01,1,48.0,1,48.0
liq,1704145328150,SELL,4.0,43561.5,43561.5,43561.5,45.1613,32.3452,-47.5536,0.028085,-60.2821,31,5529832.0,2024-01-01,1,4.0,1,4.0
liq,1704145429461,SELL,12.0,43547.7,43547.7,43547.7,35.4839,35.5244,-44.3997,0.021787,-56.9755,31,5539019.0,2024-01-01,2,116.0,2,116.0
control,1704146828129,,,43604.6,,43604.6,45.1613,22.4289,-57.3909,0.027143,-64.9538,31,5569463.0,2024-01-01,,,,
liq,1704147521878,SELL,32.0,43536.2,43536.2,43536.2,35.4839,38.1752,-41.77,0.02353,-47.5856,31,5636419.0,2024-01-01,2,33.0,2,33.0
liq,1704147604041,SELL,7.0,43465.6,43465.6,43477.6,25.8065,54.48,-25.5951,0.015418,-31.1973,31,5659649.0,2024-01-01,3,61.0,3,61.0
liq,1704150263517,BUY,108.0,43745.4,43745.4,43745.4,93.5484,0.1607,40.2214,0.076798,-85.9504,31,5847646.0,2024-01-01,1,108.0,1,108.0
liq,1704151421600,BUY,237.0,43901.1,43901.1,43901.0,6.4516,-25.3413,4.6126,0.005204,-113.3589,31,6139770.0,2024-01-01,1,237.0,1,237.0
liq,1704151541822,BUY,25.0,43936.6,43936.6,43936.5,34.375,-33.4006,6.5256,0.016356,-119.1761,32,6243954.0,2024-01-01,5,2530.0,5,2530.0
liq,1704151666081,BUY,6.0,43998.6,43998.6,43998.6,3.0303,-47.4449,2.4175,0.003559,-130.3812,33,6344138.0,2024-01-01,5,33.0,5,33.0
liq,1704151943151,BUY,2.0,44079.4,44079.4,44079.4,5.7143,-65.6885,4.0606,0.006064,-141.4629,35,6623735.0,2024-01-01,4,54.0,4,54.0
liq,1704152297050,BUY,1.0,44147.0,44147.0,44147.0,20.0,-80.9004,-199.1595,0.011447,-150.2741,35,6821811.0,2024-01-01,3,58.0,3,58.0
liq,1704153110553,BUY,3.0,44210.6,44210.6,44207.3,0.0,-95.1697,4.3255,0.009588,-152.0305,36,6931809.0,2024-01-01,3,49.0,3,49.0
liq,1704153684464,BUY,105.0,44281.3,44281.3,44281.2,24.3243,-110.9839,-209.3323,0.011838,-160.1887,37,7149976.0,2024-01-02,3,131.0,3,131.0
liq,1704153900098,BUY,111.0,44362.2,44362.2,44362.2,0.0,-129.0177,0.0778,0.000301,-173.4201,39,7338867.0,2024-01-02,14,1121.0,14,1121.0
liq,1704154246306,BUY,1.0,44519.1,44519.1,44516.4,2.3256,-84.8408,4.7534,0.026025,-196.3227,43,7717762.0,2024-01-02,1,1.0,1,1.0
liq,1704154352628,BUY,1600.0,44602.6,44602.6,44602.6,13.3333,-103.4029,6.0057,0.00782,-210.4983,45,7839912.0,2024-01-02,14,1881.0,14,1881.0
control,1704154690967,,,44759.1,,44759.1,43.1373,-138.0063,30.9956,0.013045,-223.4859,51,8536136.0,2024-01-02,,,,
liq,1704155028177,BUY,139.0,44894.8,44894.8,44894.8,7.8431,-167.8153,0.6757,0.005146,-240.5412,51,8883114.0,2024-01-02,5,189.0,5,189.0
liq,1704155300092,SELL,6.0,44678.1,44678.1,44678.2,48.0769,19.0941,59.2306,0.016598,-181.1516,52,9332100.0,2024-01-02,1,6.0,1,6.0
liq,1704155486513,SELL,69.0,44634.7,44634.7,44634.8,21.5686,18.8172,-60.9738,0.008007,-166.2496,51,9578620.0,2024-01-02,1,69.0,1,69.0
control,1704155835209,,,44661.4,,44661.4,68.6275,12.8277,62.992,0.024616,-168.3836,51,9719927.0,2024-01-02,,,,
control,1704156120730,,,44750.4,,44750.4,90.1961,2.907,42.9787,0.040545,-184.6074,51,9777072.0,2024-01-02,,,,
liq,1704156892361,BUY,32.0,44898.8,44898.8,44893.4,49.0196,-20.1849,9.7845,0.017005,-208.103,51,10096908.0,2024-01-02,1,32.0,1,32.0
liq,1704157040033,BUY,1647.0,44997.1,44997.1,44997.0,7.5472,-41.9866,-2.0948,0.004199,-225.7274,53,10270947.0,2024-01-02,12,2977.0,12,2977.0
liq,1704157227396,BUY,1.0,45337.6,45337.6,45335.0,1.6393,-106.8913,2.4786,0.001624,-280.4488,61,11022046.0,2024-01-02,1,1.0,1,1.0
liq,1704157568738,BUY,18.0,45290.0,45290.0,45289.9,52.459,-96.4936,12.9913,0.015308,-256.7518,61,11561239.0,2024-01-02,3,26.0,3,26.0
liq,1704157696089,BUY,9.0,45398.0,45398.0,45398.0,0.0,-30.7776,-0.84,0.000971,-275.9792,61,11708728.0,2024-01-02,5,93.0,5,93.0
liq,1704157883561,SELL,17.0,45182.3,45182.3,45182.3,60.9375,16.8154,-43.0757,0.016157,-214.7326,64,12367583.0,2024-01-02,1,17.0,1,17.0
liq,1704158079069,SELL,22.0,44976.3,44976.3,44976.3,35.9375,-37.3814,123.2216,0.009275,-163.6996,64,12763070.0,2024-01-02,1,22.0,1,22.0
liq,1704159309358,SELL,31.0,44960.1,44960.1,44961.2,45.3125,26.1553,126.8692,0.012638,-148.8684,64,13385926.0,2024-01-02,1,31.0,1,31.0
